dir,nelect,vbm,cbm,gap,direct
Na0.5Cu1.5Mg1Ge1S4_kesterite,480,5.697668,5.724173,0.026505,False
Na0.5Cu1.5Mg1Ge1S4_stannite,480,3.134487,5.374202,2.239715,True
Na0.5Cu1.5Mg1Ge1Se4_kesterite,480,2.539878,4.058985,1.519107,True
Na0.5Cu1.5Mg1Ge1Se4_stannite,480,2.485992,3.911215,1.425223,True
Na0.5Cu1.5Mg1Ge1Te4_kesterite,480,4.439336,5.501351,1.062015,True
Na0.5Cu1.5Mg1Ge1Te4_stannite,480,4.565843,5.443883,0.878040,True
Na0.5Cu1.5Mg1Sn1S4_kesterite,480,5.337020,5.339543,0.002523,True
Na0.5Cu1.5Mg1Sn1S4_stannite,480,3.864091,5.249435,1.385344,True
Na0.5Cu1.5Mg1Sn1Se4_kesterite,480,2.741695,4.159687,1.417992,True
Na0.5Cu1.5Mg1Sn1Se4_stannite,480,2.825625,4.058701,1.233076,True
Na0.5Cu1.5Mg1Sn1Te4_kesterite,480,4.840973,5.940600,1.099627,True
Na0.5Cu1.5Mg1Sn1Te4_stannite,480,4.891233,5.880499,0.989266,True
Na0.5Cu1.5Mg1Zr1S4_kesterite,464,5.458826,5.485574,0.026748,False
Na0.5Cu1.5Mg1Zr1S4_stannite,464,3.426661,5.448382,2.021721,True
Na0.5Cu1.5Mg1Zr1Se4_kesterite,464,4.603988,4.568366,0.000000,False
Na0.5Cu1.5Mg1Zr1Se4_stannite,464,2.322981,4.481821,2.158840,True
Na0.5Cu1.5Mg1Zr1Te4_kesterite,464,4.049519,5.626578,1.577059,True
Na0.5Cu1.5Mg1Zr1Te4_stannite,464,4.315717,5.624844,1.309127,True
Na0.5Cu1.5Sr0.5Cd0.5Sn1Se3Te1_kesterite,552,2.804167,3.644034,0.839867,True
Na0.5Cu1.5Sr1Ge1Se4_stannite,544,2.766474,4.408082,1.641608,False
Na0.5Cu1.5Sr1Sn1Te4_kesterite,544,4.701622,5.626862,0.925240,True
Na0.5Cu1.5Sr1Zr1S4_kesterite,528,3.885971,4.945063,1.059092,False
Na0.5Cu1.5Sr1Zr1Se4_kesterite,528,2.358238,4.203098,1.844860,False
Na0.5Cu1.5Zn1Ge1S4_kesterite,560,5.278482,5.541792,0.263310,True
Na0.5Cu1.5Zn1Ge1S4_stannite,560,3.394661,5.253333,1.858672,True
Na0.5Cu1.5Zn1Ge1Se4_kesterite,560,2.496898,3.991183,1.494285,True
Na0.5Cu1.5Zn1Ge1Se4_stannite,560,2.686240,3.672809,0.986569,True
Na0.5Cu1.5Zn1Ge1Te4_kesterite,560,4.668440,5.661554,0.993114,True
Na0.5Cu1.5Zn1Ge1Te4_stannite,560,4.810584,5.235304,0.424720,True
Na0.5Cu1.5Zn1Sn1S4_kesterite,560,3.837120,5.328599,1.491479,True
Na0.5Cu1.5Zn1Sn1S4_stannite,560,3.696155,5.155997,1.459842,True
Na0.5Cu1.5Zn1Sn1Se4_kesterite,560,3.073284,4.121929,1.048645,True
Na0.5Cu1.5Zn1Sn1Se4_stannite,560,3.048805,3.895988,0.847183,True
Na0.5Cu1.5Zn1Sn1Te4_kesterite,560,4.093317,4.893280,0.799963,True
Na0.5Cu1.5Zn1Sn1Te4_stannite,560,5.198076,5.747934,0.549858,True
Na0.5Cu1.5Zn1Zr1S4_kesterite,544,5.557010,5.341132,0.000000,False
Na0.5Cu1.5Zn1Zr1S4_stannite,544,3.610972,5.234585,1.623613,False
Na0.5Cu1.5Zn1Zr1Se4_kesterite,544,2.343836,4.195185,1.851349,True
Na0.5Cu1.5Zn1Zr1Te4_kesterite,544,4.265956,5.475937,1.209981,True
Na0.5Cu1.5Zn1Zr1Te4_stannite,544,4.465592,5.479794,1.014202,True
Na0.5Cu1Ag0.5Ba1Ge1S4_stannite,544,3.233088,5.621543,2.388455,False
Na0.5Cu1Ag0.5Ba1Ge1Se4_kesterite,544,2.456988,3.469764,1.012776,False
Na0.5Cu1Ag0.5Ba1Ge1Se4_stannite,544,2.378355,4.411884,2.033529,False
Na0.5Cu1Ag0.5Ba1Zr1S4_kesterite,528,2.843581,4.763897,1.920316,False
Na0.5Cu1Ag0.5Ba1Zr1Se4_kesterite,528,2.770129,4.081695,1.311566,False
Na0.5Cu1Ag0.5Ca1Ge1S4_kesterite,544,5.331740,4.970708,0.000000,False
Na0.5Cu1Ag0.5Ca1Sn1Se4_kesterite,544,2.309883,3.923633,1.613750,True
Na0.5Cu1Ag0.5Ca1Sn1Te4_kesterite,544,4.510819,5.587843,1.077024,True
Na0.5Cu1Ag0.5Ca1Zr1S4_kesterite,528,3.580268,5.067192,1.486924,False
Na0.5Cu1Ag0.5Ca1Zr1Se4_kesterite,528,2.842514,4.257969,1.415455,False
Na0.5Cu1Ag0.5Ca1Zr1Te4_kesterite,528,4.326114,5.525625,1.199511,False
Na0.5Cu1Ag0.5Cd1Ge1S4_kesterite,560,5.242375,5.254772,0.012397,False
Na0.5Cu1Ag0.5Cd1Ge1Se4_kesterite,560,2.454395,3.570737,1.116342,True
Na0.5Cu1Ag0.5Cd1Ge1Se4_stannite,560,2.352335,3.507426,1.155091,True
Na0.5Cu1Ag0.5Cd1Sn1S4_kesterite,560,3.536769,4.737694,1.200925,True
Na0.5Cu1Ag0.5Cd1Sn1S4_stannite,560,3.626040,4.740198,1.114158,True
Na0.5Cu1Ag0.5Cd1Sn1Te4_kesterite,560,5.063338,5.970641,0.907303,True
Na0.5Cu1Ag0.5Cd1Sn1Te4_stannite,560,5.072603,5.918941,0.846338,True
Na0.5Cu1Ag0.5Cd1Zr1S4_kesterite,544,4.310324,5.055299,0.744975,True
Na0.5Cu1Ag0.5Cd1Zr1S4_stannite,544,3.336169,5.054139,1.717970,True
Na0.5Cu1Ag0.5Cd1Zr1Se4_kesterite,544,3.074193,4.209541,1.135348,True
Na0.5Cu1Ag0.5Cd1Zr1Te4_kesterite,544,4.199266,5.536436,1.337170,True
Na0.5Cu1Ag0.5Cd1Zr1Te4_stannite,544,4.412038,5.564727,1.152689,False
Na0.5Cu1Ag0.5Mg0.5Cd0.5Sn0.5Ge0.5Se2Te2_kesterite,520,3.232807,4.235890,1.003083,True
Na0.5Cu1Ag0.5Mg0.5Cd0.5Sn0.5Ge0.5Se2Te2_stannite,520,3.172433,3.914254,0.741821,True
Na0.5Cu1Ag0.5Mg0.5Sr0.5Sn1Se2Te2_kesterite,512,3.130236,4.003578,0.873342,True
Na0.5Cu1Ag0.5Mg0.5Sr0.5Sn1Se2Te2_stannite,512,3.135767,4.139938,1.004171,True
Na0.5Cu1Ag0.5Mg1Ge1S4_kesterite,480,5.505311,5.541834,0.036523,False
Na0.5Cu1Ag0.5Mg1Ge1S4_stannite,480,3.487059,5.257492,1.770433,True
Na0.5Cu1Ag0.5Mg1Ge1Se4_kesterite,480,4.075318,4.167538,0.092220,True
Na0.5Cu1Ag0.5Mg1Ge1Se4_stannite,480,2.391663,3.857078,1.465415,True
Na0.5Cu1Ag0.5Mg1Ge1Te4_kesterite,480,4.341434,5.331476,0.990042,True
Na0.5Cu1Ag0.5Mg1Sn1S4_kesterite,480,4.045014,5.160793,1.115779,True
Na0.5Cu1Ag0.5Mg1Sn1S4_stannite,480,3.740597,5.114639,1.374042,True
Na0.5Cu1Ag0.5Mg1Sn1Se4_kesterite,480,2.559964,4.017424,1.457460,True
Na0.5Cu1Ag0.5Mg1Sn1Se4_stannite,480,2.982873,3.944896,0.962023,True
Na0.5Cu1Ag0.5Mg1Sn1Te4_kesterite,480,4.654552,5.728675,1.074123,True
Na0.5Cu1Ag0.5Mg1Sn1Te4_stannite,480,4.750493,5.701500,0.951007,True
Na0.5Cu1Ag0.5Mg1Zr1S4_kesterite,464,4.312902,5.386186,1.073284,True
Na0.5Cu1Ag0.5Mg1Zr1S4_stannite,464,2.976904,5.464266,2.487362,True
Na0.5Cu1Ag0.5Mg1Zr1Se4_kesterite,464,3.152635,4.425542,1.272907,True
Na0.5Cu1Ag0.5Mg1Zr1Se4_stannite,464,2.253206,4.497965,2.244759,True
Na0.5Cu1Ag0.5Mg1Zr1Te4_kesterite,464,3.951738,5.505567,1.553829,True
Na0.5Cu1Ag0.5Mg1Zr1Te4_stannite,464,3.896112,5.543645,1.647533,True
Na0.5Cu1Ag0.5Sr0.5Zn0.5Ge1S1Se3_stannite,552,2.143936,3.552101,1.408165,True
Na0.5Cu1Ag0.5Sr0.5Zn0.5Sn1S4_kesterite,552,3.544245,4.668787,1.124542,False
Na0.5Cu1Ag0.5Sr0.5Zn0.5Sn1S4_stannite,552,3.256474,4.408247,1.151773,True
Na0.5Cu1Ag0.5Sr1Ge1S3Te1_kesterite,544,3.277958,4.020755,0.742797,False
Na0.5Cu1Ag0.5Sr1Ge1S3Te1_stannite,544,3.302049,4.629354,1.327305,True
Na0.5Cu1Ag0.5Sr1Ge1Te4_kesterite,544,4.178732,5.029109,0.850377,True
Na0.5Cu1Ag0.5Sr1Zr1S4_kesterite,528,2.761374,4.885869,2.124495,False
Na0.5Cu1Ag0.5Sr1Zr1Se4_kesterite,528,2.796837,4.140781,1.343944,False
Na0.5Cu1Ag0.5Zn1Ge1S4_kesterite,560,5.629128,5.664415,0.035287,False
Na0.5Cu1Ag0.5Zn1Ge1Se4_kesterite,560,2.581562,3.866346,1.284784,True
Na0.5Cu1Ag0.5Zn1Ge1Se4_stannite,560,2.634672,3.650534,1.015862,True
Na0.5Cu1Ag0.5Zn1Ge1Te4_kesterite,560,3.903026,4.774619,0.871593,True
Na0.5Cu1Ag0.5Zn1Ge1Te4_stannite,560,4.079394,4.474779,0.395385,True
Na0.5Cu1Ag0.5Zn1Sn1S4_kesterite,560,3.323611,5.160610,1.836999,True
Na0.5Cu1Ag0.5Zn1Sn1S4_stannite,560,4.004709,5.079882,1.075173,True
Na0.5Cu1Ag0.5Zn1Sn1Se4_stannite,560,2.951151,3.827712,0.876561,True
Na0.5Cu1Ag0.5Zn1Sn1Te4_kesterite,560,4.965359,5.937241,0.971882,True
Na0.5Cu1Ag0.5Zn1Sn1Te4_stannite,560,5.063131,5.624209,0.561078,True
Na0.5Cu1Ag0.5Zn1Zr1S4_kesterite,544,5.469484,5.312167,0.000000,False
Na0.5Cu1Ag0.5Zn1Zr1Se4_kesterite,544,4.203268,4.322737,0.119469,False
Na0.5Cu1Ag0.5Zn1Zr1Se4_stannite,544,2.418566,4.140416,1.721850,False
Na0.5Cu1Ag0.5Zn1Zr1Te4_kesterite,544,4.161953,5.403508,1.241555,True
Na0.5Cu1Ag0.5Zn1Zr1Te4_stannite,544,4.417328,5.376462,0.959134,False
Na0.5K0.5Ag1Ba1Ge1S4_kesterite,536,1.557002,3.904027,2.347025,False
Na0.5K0.5Ag1Ba1Ge1Se4_kesterite,536,1.364802,3.060542,1.695740,False
Na0.5K0.5Ag1Ba1Ge1Se4_stannite,536,1.671677,3.847815,2.176138,False
Na0.5K0.5Ag1Ca1Ge1S4_kesterite,536,1.805851,4.234467,2.428616,True
Na0.5K0.5Ag1Ca1Ge1S4_stannite,536,2.100236,4.565334,2.465098,True
Na0.5K0.5Ag1Ca1Ge1Se4_kesterite,536,1.426257,3.251336,1.825079,False
Na0.5K0.5Ag1Ca1Sn1S4_kesterite,536,2.308131,4.542144,2.234013,True
Na0.5K0.5Ag1Ca1Sn1Se4_kesterite,536,1.909983,3.725349,1.815366,True
Na0.5K0.5Ag1Ca1Zr1S4_kesterite,520,2.144724,4.631463,2.486739,False
Na0.5K0.5Ag1Ca1Zr1Se4_kesterite,520,1.888726,3.961319,2.072593,False
Na0.5K0.5Ag1Ca1Zr1Te4_kesterite,520,3.626999,5.211064,1.584065,False
Na0.5K0.5Ag1Cd1Ge1S4_kesterite,552,2.138870,4.003443,1.864573,True
Na0.5K0.5Ag1Cd1Ge1Se4_kesterite,552,1.768856,3.051188,1.282332,True
Na0.5K0.5Ag1Cd1Ge1Se4_stannite,552,1.941297,2.968997,1.027700,True
Na0.5K0.5Ag1Cd1Ge1Te4_kesterite,552,3.733342,4.870020,1.136678,True
Na0.5K0.5Ag1Cd1Ge1Te4_stannite,552,3.965784,4.670248,0.704464,True
Na0.5K0.5Ag1Cd1Sn1S4_stannite,552,2.889614,4.381028,1.491414,False
Na0.5K0.5Ag1Cd1Sn1Se4_kesterite,552,2.306851,3.719769,1.412918,True
Na0.5K0.5Ag1Cd1Sn1Se4_stannite,552,2.561020,3.619765,1.058745,True
Na0.5K0.5Ag1Cd1Sn1Te4_kesterite,552,4.671912,5.904980,1.233068,True
Na0.5K0.5Ag1Cd1Zr1S4_kesterite,536,2.479337,4.644759,2.165422,True
Na0.5K0.5Ag1Cd1Zr1S4_stannite,536,2.286657,4.548334,2.261677,False
Na0.5K0.5Ag1Cd1Zr1Se4_kesterite,536,2.188326,3.997911,1.809585,True
Na0.5K0.5Ag1Cd1Zr1Se4_stannite,536,2.296837,3.896614,1.599777,False
Na0.5K0.5Ag1Mg0.5Sr0.5Ge1S2Se1Te1_kesterite,504,2.274376,4.633976,2.359600,True
Na0.5K0.5Ag1Mg0.5Sr0.5Ge1S2Se1Te1_stannite,504,2.040589,3.659108,1.618519,True
Na0.5K0.5Ag1Mg1Ge1Se4_stannite,472,1.980272,3.185965,1.205693,True
Na0.5K0.5Ag1Mg1Ge1Te4_kesterite,472,3.344558,4.640534,1.295976,True
Na0.5K0.5Ag1Mg1Sn1S4_kesterite,472,2.577696,4.737493,2.159797,False
Na0.5K0.5Ag1Mg1Sn1S4_stannite,472,2.973402,4.685769,1.712367,False
Na0.5K0.5Ag1Mg1Sn1Se4_kesterite,472,2.120244,3.811519,1.691275,False
Na0.5K0.5Ag1Mg1Sn1Se4_stannite,472,2.434280,3.722174,1.287894,True
Na0.5K0.5Ag1Mg1Zr1S4_kesterite,456,2.234972,4.970149,2.735177,True
Na0.5K0.5Ag1Mg1Zr1S4_stannite,456,2.382394,5.105773,2.723379,True
Na0.5K0.5Ag1Mg1Zr1Se4_kesterite,456,1.944530,4.181002,2.236472,True
Na0.5K0.5Ag1Sr1Ge1S4_kesterite,536,1.847894,4.021752,2.173858,False
Na0.5K0.5Ag1Sr1Ge1Se4_kesterite,536,1.254213,3.103738,1.849525,False
Na0.5K0.5Ag1Sr1Sn1S4_kesterite,536,2.539948,4.528994,1.989046,False
Na0.5K0.5Ag1Sr1Zr1S4_kesterite,520,2.350259,4.593115,2.242856,False
Na0.5K0.5Ag1Sr1Zr1Se4_kesterite,520,2.017231,3.954627,1.937396,False
Na0.5K0.5Ag1Zn1Ge1Se4_kesterite,552,1.632823,3.263774,1.630951,False
Na0.5K0.5Ag1Zn1Ge1Se4_stannite,552,1.947377,3.037432,1.090055,True
Na0.5K0.5Ag1Zn1Ge1Te4_kesterite,552,3.613030,4.837467,1.224437,True
Na0.5K0.5Ag1Zn1Sn0.5Ge0.5S2Se1Te1_kesterite,552,2.809842,4.266945,1.457103,True
Na0.5K0.5Ag1Zn1Sn0.5Ge0.5S2Se1Te1_stannite,552,3.426517,3.620713,0.194196,False
Na0.5K0.5Ag1Zn1Sn1S4_kesterite,552,2.218758,4.531872,2.313114,False
Na0.5K0.5Ag1Zn1Sn1S4_stannite,552,2.798402,4.419265,1.620863,False
Na0.5K0.5Ag1Zn1Sn1Se4_kesterite,552,2.075529,3.592807,1.517278,False
Na0.5K0.5Ag1Zn1Sn1Se4_stannite,552,2.500717,3.370950,0.870233,False
Na0.5K0.5Ag1Zn1Sn1Te4_kesterite,552,4.356248,5.547910,1.191662,True
Na0.5K0.5Ag1Zn1Sn1Te4_stannite,552,4.537002,5.058095,0.521093,True
Na0.5K0.5Ag1Zn1Zr1S4_stannite,536,2.752672,4.544555,1.791883,False
Na0.5K0.5Ag1Zn1Zr1Se4_kesterite,536,1.686265,3.777906,2.091641,True
Na0.5K0.5Ag1Zn1Zr1Te4_kesterite,536,3.756944,5.062321,1.305377,True
Na0.5K0.5Al0.5Ga0.5S1Se1_kesterite,448,1.512672,4.203139,2.690467,False
Na0.5K0.5Al0.5Ga0.5S1Se1_stannite,448,1.449515,3.576558,2.127043,False
Na0.5K0.5Al0.5Ga0.5S2_kesterite,448,0.856655,5.073633,4.216978,True
Na0.5K0.5Al0.5Ga0.5Se2_kesterite,448,0.944310,3.954468,3.010158,True
Na0.5K0.5Al0.5Ga0.5Se2_stannite,448,1.002921,3.042311,2.039390,False
Na0.5K0.5Al0.5In0.5S1Se1_kesterite,448,1.603167,3.918455,2.315288,False
Na0.5K0.5Al0.5In0.5S1Se1_stannite,448,1.843205,3.484377,1.641172,False
Na0.5K0.5Al1S1Te1_kesterite,368,1.960535,5.437430,3.476895,True
Na0.5K0.5Al1S1Te1_stannite,368,2.912723,4.117443,1.204720,False
Na0.5K0.5Al1Se1Te1_kesterite,368,1.531196,4.658413,3.127217,False
Na0.5K0.5Al1Se1Te1_stannite,368,2.592706,3.687874,1.095168,True
Na0.5K0.5Cs0.5Ag0.5Ca0.5Zn0.5Sn0.5Ge0.5S3Se1_stannite,536,1.337585,2.876241,1.538656,False
Na0.5K0.5Cs0.5Ag0.5Ca0.5Zn0.5Sn1S3Te1_kesterite,536,1.868823,3.974996,2.106173,False
Na0.5K0.5Cs0.5Ag0.5Ca0.5Zn0.5Sn1S3Te1_stannite,536,2.670607,2.942179,0.271572,False
Na0.5K0.5Cs0.5Ag0.5Ca1Ge1S4_stannite,528,1.309756,3.897577,2.587821,False
Na0.5K0.5Cs0.5Ag0.5Ca1Ge1Se4_stannite,528,1.355671,3.043669,1.687998,False
Na0.5K0.5Cs0.5Ag0.5Ca1Sn1S4_stannite,528,2.049272,4.255480,2.206208,True
Na0.5K0.5Cs0.5Ag0.5Ca1Sn1Se4_stannite,528,1.819377,3.480558,1.661181,True
Na0.5K0.5Cs0.5Ag0.5Cd1Ge1S4_stannite,544,1.884613,3.434037,1.549424,True
Na0.5K0.5Cs0.5Ag0.5Cd1Ge1Se4_stannite,544,1.724071,2.523480,0.799409,True
Na0.5K0.5Cs0.5Ag0.5Cd1Sn1S4_stannite,544,2.434681,3.908086,1.473405,True
Na0.5K0.5Cs0.5Ag0.5Cd1Sn1Se4_stannite,544,2.295183,3.181143,0.885960,True
Na0.5K0.5Cs0.5Ag0.5Cd1Zr1S4_stannite,528,2.126028,4.131103,2.005075,False
Na0.5K0.5Cs0.5Ag0.5Cd1Zr1Se4_stannite,528,1.874585,3.539932,1.665347,False
Na0.5K0.5Cs0.5Ag0.5Mg0.5Ca0.5Sn0.5Ge0.5S2Se1Te1_kesterite,496,3.098441,4.127306,1.028865,False
Na0.5K0.5Cs0.5Ag0.5Mg1Ge1S4_stannite,464,1.951093,3.803298,1.852205,True
Na0.5K0.5Cs0.5Ag0.5Mg1Ge1Se4_stannite,464,1.307227,2.745873,1.438646,True
Na0.5K0.5Cs0.5Ag0.5Mg1Sn1S4_stannite,464,2.097997,4.116080,2.018083,True
Na0.5K0.5Cs0.5Ag0.5Mg1Sn1Se4_stannite,464,1.824062,3.187566,1.363504,True
Na0.5K0.5Cs0.5Ag0.5Mg1Zr1S4_kesterite,448,2.124964,4.538243,2.413279,True
Na0.5K0.5Cs0.5Ag0.5Mg1Zr1S4_stannite,448,2.005242,4.560964,2.555722,False
Na0.5K0.5Cs0.5Ag0.5Mg1Zr1Se4_stannite,448,1.643953,3.786483,2.142530,False
Na0.5K0.5Cs0.5Ag0.5Sr1Ge1S4_stannite,528,1.145086,3.878446,2.733360,False
Na0.5K0.5Cs0.5Ag0.5Zn1Ge1S4_stannite,544,1.806537,3.697326,1.890789,True
Na0.5K0.5Cs0.5Ag0.5Zn1Ge1Se4_stannite,544,1.890181,2.582667,0.692486,True
Na0.5K0.5Cs0.5Ag0.5Zn1Sn1S4_stannite,544,2.138066,3.828762,1.690696,True
Na0.5K0.5Cs0.5Ag0.5Zn1Sn1Se4_stannite,544,1.895744,2.869741,0.973997,True
Na0.5K0.5Cs0.5Ag0.5Zn1Zr1S4_stannite,528,2.042047,4.026348,1.984301,False
Na0.5K0.5Cs0.5Ag0.5Zn1Zr1Se4_kesterite,528,1.803260,3.509534,1.706274,False
Na0.5K0.5Cs0.5Ag0.5Zn1Zr1Se4_stannite,528,1.749977,3.302068,1.552091,False
Na0.5K0.5Cs0.5Cu0.5Ba1Sn0.5Ge0.5Se4_kesterite,528,2.309521,3.130773,0.821252,False
Na0.5K0.5Cs0.5Cu0.5Ca1Ge1S4_stannite,528,1.964716,4.022203,2.057487,True
Na0.5K0.5Cs0.5Cu0.5Ca1Ge1Se4_stannite,528,1.657011,3.135454,1.478443,False
Na0.5K0.5Cs0.5Cu0.5Ca1Sn1S4_stannite,528,3.973457,4.144856,0.171399,False
Na0.5K0.5Cs0.5Cu0.5Ca1Sn1Se4_stannite,528,1.829598,3.148500,1.318902,True
Na0.5K0.5Cs0.5Cu0.5Ca1Sn1Te4_stannite,528,3.357059,4.652098,1.295039,True
Na0.5K0.5Cs0.5Cu0.5Cd1Ge1S4_stannite,544,2.065592,3.369809,1.304217,True
Na0.5K0.5Cs0.5Cu0.5Cd1Ge1Se4_stannite,544,1.888308,2.467562,0.579254,True
Na0.5K0.5Cs0.5Cu0.5Cd1Ge1Te4_stannite,544,3.930735,4.090751,0.160016,True
Na0.5K0.5Cs0.5Cu0.5Cd1Sn1S4_stannite,544,1.933862,2.659689,0.725827,True
Na0.5K0.5Cs0.5Cu0.5Cd1Sn1Te4_stannite,544,4.344723,4.576043,0.231320,True
Na0.5K0.5Cs0.5Cu0.5Cd1Zr1Se4_stannite,528,1.573163,3.246581,1.673418,False
Na0.5K0.5Cs0.5Cu0.5Cd1Zr1Te4_stannite,528,3.605608,4.639343,1.033735,False
Na0.5K0.5Cs0.5Cu0.5Mg1Ge1S4_stannite,464,1.847057,3.774574,1.927517,True
Na0.5K0.5Cs0.5Cu0.5Mg1Ge1Se4_stannite,464,1.559555,2.717368,1.157813,True
Na0.5K0.5Cs0.5Cu0.5Mg1Sn1Te4_stannite,464,3.603293,4.175606,0.572313,True
Na0.5K0.5Cs0.5Cu0.5Mg1Zr1S4_stannite,448,4.353626,4.317970,0.000000,False
Na0.5K0.5Cs0.5Cu0.5Mg1Zr1Te4_stannite,448,3.072260,4.587550,1.515290,False
Na0.5K0.5Cs0.5Cu0.5Zn1Ge1Se4_stannite,544,1.702231,2.466432,0.764201,True
Na0.5K0.5Cs0.5Cu0.5Zn1Sn1S4_stannite,544,2.600703,3.634382,1.033679,True
Na0.5K0.5Cs0.5Cu0.5Zn1Sn1Se4_stannite,544,1.912715,2.642001,0.729286,True
Na0.5K0.5Cs0.5Cu0.5Zn1Zr1S4_stannite,528,3.888172,3.882157,0.000000,False
Na0.5K0.5Cs0.5Cu0.5Zn1Zr1Se4_kesterite,528,1.821463,3.333199,1.511736,False
Na0.5K0.5Cs0.5Cu0.5Zn1Zr1Te4_stannite,528,3.580122,4.412220,0.832098,False
Na0.5K0.5Cs1Ba1Ge1S4_kesterite,520,1.098531,3.629939,2.531408,False
Na0.5K0.5Cs1Cd1Zr1S4_stannite,520,1.601306,3.781243,2.179937,True
Na0.5K0.5Cs1Cd1Zr1Se4_stannite,520,1.314743,3.246928,1.932185,True
Na0.5K0.5Cs1Mg1Ge1S4_stannite,456,1.863895,3.852331,1.988436,False
Na0.5K0.5Cs1Mg1Ge1Se4_stannite,456,1.434842,2.908904,1.474062,False
Na0.5K0.5Cs1Mg1Sn1S4_kesterite,456,1.721490,4.423134,2.701644,True
Na0.5K0.5Cs1Sr1Zr1S4_kesterite,504,1.028204,4.188573,3.160369,False
Na0.5K0.5Cs1Zn1Ge1S4_kesterite,536,1.602043,4.702696,3.100653,True
Na0.5K0.5Cs1Zn1Ge1S4_stannite,536,1.519522,3.758236,2.238714,False
Na0.5K0.5Cs1Zn1Ge1Se4_kesterite,536,1.296703,3.555702,2.258999,True
Na0.5K0.5Cs1Zn1Zr1S4_stannite,520,1.330547,3.668047,2.337500,False
Na0.5K0.5Cs1Zn1Zr1Se4_stannite,520,1.537489,3.021509,1.484020,False
Na0.5K0.5Cu0.5Ag0.5Ba1Ge1Se4_stannite,536,1.829254,3.792766,1.963512,False
Na0.5K0.5Cu0.5Ag0.5Ba1Zr1Se4_kesterite,520,1.674310,3.583348,1.909038,True
Na0.5K0.5Cu0.5Ag0.5Ca1Sn1Se4_stannite,536,2.101291,3.593091,1.491800,True
Na0.5K0.5Cu0.5Ag0.5Ca1Sn1Te4_kesterite,536,2.500164,3.820560,1.320396,False
Na0.5K0.5Cu0.5Ag0.5Ca1Sn1Te4_stannite,536,2.803208,3.943035,1.139827,True
Na0.5K0.5Cu0.5Ag0.5Ca1Zr1S4_stannite,520,2.571136,5.014042,2.442906,False
Na0.5K0.5Cu0.5Ag0.5Ca1Zr1Se4_kesterite,520,1.759696,3.741919,1.982223,False
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1S4_stannite,552,2.208779,4.091419,1.882640,True
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1Se4_kesterite,552,1.873945,3.098790,1.224845,False
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1Se4_stannite,552,2.040832,3.054665,1.013833,True
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1Te4_kesterite,552,3.915322,4.957424,1.042102,True
Na0.5K0.5Cu0.5Ag0.5Cd1Sn1S4_stannite,552,2.536003,4.148521,1.612518,False
Na0.5K0.5Cu0.5Ag0.5Cd1Sn1Te4_stannite,552,4.331047,5.240811,0.909764,True
Na0.5K0.5Cu0.5Ag0.5Cd1Zr1Te4_kesterite,536,3.841145,5.043264,1.202119,True
Na0.5K0.5Cu0.5Ag0.5Mg0.5Sr0.5Sn0.5Ge0.5Se4_kesterite,504,3.544004,3.177518,0.000000,False
Na0.5K0.5Cu0.5Ag0.5Mg0.5Sr0.5Sn0.5Ge0.5Se4_stannite,504,1.704001,2.782722,1.078721,False
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1S4_stannite,472,3.050657,4.532003,1.481346,False
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se1Te3_kesterite,472,2.562864,3.813276,1.250412,True
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se1Te3_stannite,472,2.821022,3.667892,0.846870,True
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se4_kesterite,472,2.430725,3.415390,0.984665,True
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se4_stannite,472,2.075398,3.324901,1.249503,False
Na0.5K0.5Cu0.5Ag0.5Mg1Sn1S4_stannite,472,3.027183,4.425578,1.398395,False
Na0.5K0.5Cu0.5Ag0.5Mg1Sn1Se4_kesterite,472,1.646265,3.423493,1.777228,False
Na0.5K0.5Cu0.5Ag0.5Mg1Sn1Te4_stannite,472,3.842461,4.896025,1.053564,True
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1S4_kesterite,456,4.162815,4.660517,0.497702,True
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1S4_stannite,456,2.696202,4.898734,2.202532,True
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1Se4_kesterite,456,1.555814,3.805828,2.250014,True
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1Se4_stannite,456,1.711941,4.000377,2.288436,True
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1Te4_stannite,456,3.509033,4.997428,1.488395,False
Na0.5K0.5Cu0.5Ag0.5Sr0.5Zn0.5Ge1S2Se1Te1_kesterite,544,2.454261,3.923083,1.468822,True
Na0.5K0.5Cu0.5Ag0.5Sr1Sn1Te4_kesterite,536,3.557473,4.836911,1.279438,False
Na0.5K0.5Cu0.5Ag0.5Zn1Ge1S1Se2Te1_kesterite,552,2.142905,3.614690,1.471785,True
