compound,defect,cdir,nelect,F,conv,lat_match
Ag1Ga0.5In0.5Se2_kesterite,V_Ag,Charged-1,2582,-.11248917E+04,1,0
Ag1Ga0.5In0.5Se2_kesterite,V_Ag,Charged-2,2583,-.11213245E+04,1,0
Ag1Ga0.5In0.5Se2_kesterite,V_Ag,Neutral,2581.0000,-.11284145E+04,1,0
Ag1Ga0.5In0.5Se2_stannite,V_Ga,Charged+1,2578,-.11255079E+04,1,0
Ag1Ga0.5In0.5Se2_stannite,V_Ga,Charged+2,2577,-.11290458E+04,1,0
Ag1Ga0.5In0.5Se2_stannite,V_Ga,Charged-1,2580,-.11182263E+04,1,0
Ag1Ga0.5In0.5Se2_stannite,V_Ga,Charged-2,2581,-.11145091E+04,1,0
Ag1Ga0.5In0.5Se2_stannite,V_Ga,Neutral,2579.0000,-.11218866E+04,1,0
Ag1Ga1S1Te1_kesterite,Ag_Te,Charged+1,2596,-.11485154E+04,1,0
Ag1Ga1S1Te1_kesterite,Ag_Te,Charged+2,2595,-.11531198E+04,1,0
Ag1Ga1S1Te1_kesterite,Ag_Te,Charged-1,2598,-.11391780E+04,1,0
Ag1Ga1S1Te1_kesterite,Ag_Te,Charged-2,2599,-.11338739E+04,1,0
Ag1Ga1S1Te1_kesterite,Ag_Te,Neutral,2597.0000,-.11435899E+04,1,0
Ag1Ga1S1Te1_kesterite,Te_Ga,Charged+1,2578,-.11448840E+04,1,0
Ag1Ga1S1Te1_kesterite,Te_Ga,Charged+2,2577,-.11494300E+04,1,0
Ag1Ga1S1Te1_kesterite,Te_Ga,Charged-1,2580,-.11356990E+04,1,0
Ag1Ga1S1Te1_kesterite,Te_Ga,Charged-2,2581,-.11307691E+04,1,0
Ag1Ga1S1Te1_kesterite,Te_Ga,Neutral,2579.0000,-.11403314E+04,1,0
Ag1Ga1S1Te1_stannite,Ag_i,Charged+1,2602,-.11354600E+04,1,0
Ag1Ga1S1Te1_stannite,Ag_i,Charged+2,2601,,0,0
Ag1Ga1S1Te1_stannite,Ag_i,Charged-1,2604,-.11254695E+04,1,0
Ag1Ga1S1Te1_stannite,Ag_i,Charged-2,2605,-.11204651E+04,1,0
Ag1Ga1S1Te1_stannite,Ag_i,Neutral,2603.0000,-.11304760E+04,1,0
Ag1Ga1S1Te1_stannite,Ga_i,Charged+1,2604,-.11363603E+04,1,0
Ag1Ga1S1Te1_stannite,Ga_i,Charged+2,2603,-.11413425E+04,1,0
Ag1Ga1S1Te1_stannite,Ga_i,Charged-1,2606,-.11263583E+04,1,0
Ag1Ga1S1Te1_stannite,Ga_i,Charged-2,2607,-.11212605E+04,1,0
Ag1Ga1S1Te1_stannite,Ga_i,Neutral,2605.0000,-.11313953E+04,1,0
Ag1Ga1S1Te1_stannite,Te_Ga,Charged+1,2578,-.11299689E+04,1,0
Ag1Ga1S1Te1_stannite,Te_Ga,Charged+2,2577,-.11348183E+04,1,0
Ag1Ga1S1Te1_stannite,Te_Ga,Charged-1,2580,-.11201816E+04,1,0
Ag1Ga1S1Te1_stannite,Te_Ga,Charged-2,2581,-.11152595E+04,1,0
Ag1Ga1S1Te1_stannite,Te_Ga,Neutral,2579.0000,-.11250863E+04,1,0
Ag1Ga1S1Te1_stannite,V_Ag,Charged+1,2580,-.11311605E+04,1,0
Ag1Ga1S1Te1_stannite,V_Ag,Charged+2,2579,-.11360371E+04,1,0
Ag1Ga1S1Te1_stannite,V_Ag,Charged-1,2582,-.11213311E+04,1,0
Ag1Ga1S1Te1_stannite,V_Ag,Charged-2,2583,-.11163833E+04,1,0
Ag1Ga1S1Te1_stannite,V_Ag,Neutral,2581.0000,-.11262388E+04,1,0
Ag1Ga1S2_kesterite,Ag_Ga,Charged+1,2578,-.12555766E+04,1,0
Ag1Ga1S2_kesterite,Ag_Ga,Charged+2,2577,-.12598016E+04,1,0
Ag1Ga1S2_kesterite,Ag_Ga,Charged-1,2580,-.12469195E+04,1,0
Ag1Ga1S2_kesterite,Ag_Ga,Charged-2,2581,-.12424581E+04,1,0
Ag1Ga1S2_kesterite,Ag_Ga,Neutral,2579.0000,-.12512958E+04,1,0
Ag1Ga1S2_kesterite,Ga_i,Charged+1,2604,-.12652281E+04,1,0
Ag1Ga1S2_kesterite,Ga_i,Charged+2,2603,-.12698779E+04,1,0
Ag1Ga1S2_kesterite,Ga_i,Charged-1,2606,-.12544830E+04,1,0
Ag1Ga1S2_kesterite,Ga_i,Charged-2,2607,-.12483522E+04,1,0
Ag1Ga1S2_kesterite,Ga_i,Neutral,2605.0000,-.12598820E+04,1,0
Ag1Ga1S2_kesterite,V_S,Charged+1,2585,-.12558514E+04,1,0
Ag1Ga1S2_kesterite,V_S,Charged+2,2584,-.12611028E+04,1,0
Ag1Ga1S2_kesterite,V_S,Charged-1,2587,-.12472065E+04,1,0
Ag1Ga1S2_kesterite,V_S,Charged-2,2588,-.12418705E+04,1,0
Ag1Ga1S2_kesterite,V_S,Neutral,2586.0000,-.12524939E+04,1,0
Ag1Ga1S2_stannite,Ag_S,Charged+1,2596,-.12511028E+04,1,0
Ag1Ga1S2_stannite,Ag_S,Charged+2,2595,-.12557389E+04,1,0
Ag1Ga1S2_stannite,Ag_S,Charged-1,2598,-.12406158E+04,1,0
Ag1Ga1S2_stannite,Ag_S,Charged-2,2599,-.12353344E+04,1,0
Ag1Ga1S2_stannite,Ag_S,Neutral,2597.0000,-.12458713E+04,1,0
Ag1Ga1S2_stannite,Ga_Ag,Charged+1,2593,-.12547312E+04,1,0
Ag1Ga1S2_stannite,Ga_Ag,Charged+2,2592,-.12598281E+04,1,0
Ag1Ga1S2_stannite,Ga_Ag,Charged-1,2595,-.12439661E+04,1,0
Ag1Ga1S2_stannite,Ga_Ag,Charged-2,2596,-.12385531E+04,1,0
Ag1Ga1S2_stannite,Ga_Ag,Neutral,2594.0000,-.12495959E+04,1,0
Ag1Ga1Se1Te1_stannite,Ag_Ga,Charged+1,2578,-.10867360E+04,1,0
Ag1Ga1Se1Te1_stannite,Ag_Ga,Charged+2,2577,-.10910496E+04,1,0
Ag1Ga1Se1Te1_stannite,Ag_Ga,Charged-1,2580,-.10781150E+04,1,0
Ag1Ga1Se1Te1_stannite,Ag_Ga,Charged-2,2581,-.10737440E+04,1,0
Ag1Ga1Se1Te1_stannite,Ag_Ga,Neutral,2579.0000,-.10824428E+04,1,0
Ag1Ga1Se1Te1_stannite,Ga_Te,Charged+1,2598,-.10905343E+04,1,0
Ag1Ga1Se1Te1_stannite,Ga_Te,Charged+2,2597,-.10947974E+04,1,0
Ag1Ga1Se1Te1_stannite,Ga_Te,Charged-1,2600,-.10818898E+04,1,0
Ag1Ga1Se1Te1_stannite,Ga_Te,Charged-2,2601,-.10775035E+04,1,0
Ag1Ga1Se1Te1_stannite,Ga_Te,Neutral,2599.0000,-.10862377E+04,1,0
Ag1Ga1Se1Te1_stannite,Te_Ga,Charged+1,2578,-.10867819E+04,1,0
Ag1Ga1Se1Te1_stannite,Te_Ga,Charged+2,2577,-.10909642E+04,1,0
Ag1Ga1Se1Te1_stannite,Te_Ga,Charged-1,2580,-.10781065E+04,1,0
Ag1Ga1Se1Te1_stannite,Te_Ga,Charged-2,2581,-.10737385E+04,1,0
Ag1Ga1Se1Te1_stannite,Te_Ga,Neutral,2579.0000,-.10824548E+04,1,0
Ag1Ga1Se2_kesterite,Ag_Se,Charged+1,2596,-.11528334E+04,1,0
Ag1Ga1Se2_kesterite,Ag_Se,Charged+2,2595,-.11562873E+04,1,0
Ag1Ga1Se2_kesterite,Ag_Se,Charged-1,2598,-.11452735E+04,1,0
Ag1Ga1Se2_kesterite,Ag_Se,Charged-2,2599,-.11412448E+04,1,0
Ag1Ga1Se2_kesterite,Ag_Se,Neutral,2597.0000,-.11490788E+04,1,0
Ag1Ga1Se2_stannite,Ag_Se,Charged+1,2596,-.11434390E+04,1,0
Ag1Ga1Se2_stannite,Ag_Se,Charged+2,2595,-.11470951E+04,1,0
Ag1Ga1Se2_stannite,Ag_Se,Charged-1,2598,-.11360467E+04,1,0
Ag1Ga1Se2_stannite,Ag_Se,Charged-2,2599,-.11320548E+04,1,0
Ag1Ga1Se2_stannite,Ag_Se,Neutral,2597.0000,-.11397664E+04,1,0
Ag1Ga1Se2_stannite,Ga_Se,Charged+1,2598,-.11440215E+04,1,0
Ag1Ga1Se2_stannite,Ga_Se,Charged+2,2597,-.11476925E+04,1,0
Ag1Ga1Se2_stannite,Ga_Se,Charged-1,2600,-.11365943E+04,1,0
Ag1Ga1Se2_stannite,Ga_Se,Charged-2,2601,-.11330412E+04,1,0
Ag1Ga1Se2_stannite,Ga_Se,Neutral,2599.0000,-.11403288E+04,1,0
Ag1Ga1Se2_stannite,V_Ga,Charged+1,2578,-.11406788E+04,1,0
Ag1Ga1Se2_stannite,V_Ga,Charged+2,2577,-.11442530E+04,1,0
Ag1Ga1Se2_stannite,V_Ga,Charged-1,2580,-.11333785E+04,1,0
Ag1Ga1Se2_stannite,V_Ga,Charged-2,2581,-.11296923E+04,1,0
Ag1Ga1Se2_stannite,V_Ga,Neutral,2579.0000,-.11370517E+04,1,0
Ag1In1S1Se1_kesterite,Ag_Se,Charged+1,2596,-.11606973E+04,1,0
Ag1In1S1Se1_kesterite,Ag_Se,Charged+2,2595,-.11647650E+04,1,0
Ag1In1S1Se1_kesterite,Ag_Se,Charged-1,2598,-.11522348E+04,1,0
Ag1In1S1Se1_kesterite,Ag_Se,Charged-2,2599,-.11475791E+04,1,0
Ag1In1S1Se1_kesterite,Ag_Se,Neutral,2597.0000,-.11564916E+04,1,0
Ag1In1S1Se1_kesterite,Ag_i,Charged+1,2602,-.11658905E+04,1,0
Ag1In1S1Se1_kesterite,Ag_i,Charged+2,2601,-.11700002E+04,1,0
Ag1In1S1Se1_kesterite,Ag_i,Charged-1,2604,-.11575213E+04,1,0
Ag1In1S1Se1_kesterite,Ag_i,Charged-2,2605,-.11521279E+04,1,0
Ag1In1S1Se1_kesterite,Ag_i,Neutral,2603.0000,-.11617294E+04,1,0
Ag1In1S1Se1_kesterite,In_Ag,Charged+1,2593,-.11636748E+04,1,0
Ag1In1S1Se1_kesterite,In_Ag,Charged+2,2592,-.11678085E+04,1,0
Ag1In1S1Se1_kesterite,In_Ag,Charged-1,2595,-.11543491E+04,1,0
Ag1In1S1Se1_kesterite,In_Ag,Charged-2,2596,-.11492581E+04,1,0
Ag1In1S1Se1_kesterite,In_Ag,Neutral,2594.0000,-.11594982E+04,1,0
Ag1In1S1Se1_kesterite,S_In,Charged+1,2578,-.11566816E+04,1,0
Ag1In1S1Se1_kesterite,S_In,Charged+2,2577,-.11606534E+04,1,0
Ag1In1S1Se1_kesterite,S_In,Charged-1,2580,-.11486108E+04,1,0
Ag1In1S1Se1_kesterite,S_In,Charged-2,2581,-.11445220E+04,1,0
Ag1In1S1Se1_kesterite,S_In,Neutral,2579.0000,-.11526639E+04,1,0
Ag1In1S1Se1_stannite,V_Ag,Charged+1,2580,-.11560598E+04,1,0
Ag1In1S1Se1_stannite,V_Ag,Charged+2,2579,-.11601669E+04,1,0
Ag1In1S1Se1_stannite,V_Ag,Charged-1,2582,-.11477321E+04,1,0
Ag1In1S1Se1_stannite,V_Ag,Charged-2,2583,-.11435371E+04,1,0
Ag1In1S1Se1_stannite,V_Ag,Neutral,2581.0000,-.11519112E+04,1,0
Ag1In1Se2_kesterite,Se_Ag,Charged+1,2580,-.11137958E+04,1,0
Ag1In1Se2_kesterite,Se_Ag,Charged+2,2579,-.11173040E+04,1,0
Ag1In1Se2_kesterite,Se_Ag,Charged-1,2582,-.11067053E+04,1,0
Ag1In1Se2_kesterite,Se_Ag,Charged-2,2583,-.11030965E+04,1,0
Ag1In1Se2_kesterite,Se_Ag,Neutral,2581.0000,-.11102757E+04,1,0
Ag1In1Se2_stannite,V_Ag,Charged+1,2580,-.11114254E+04,1,0
Ag1In1Se2_stannite,V_Ag,Charged+2,2579,-.11149708E+04,1,0
Ag1In1Se2_stannite,V_Ag,Charged-1,2582,-.11039964E+04,1,0
Ag1In1Se2_stannite,V_Ag,Charged-2,2583,-.11002363E+04,1,0
Ag1In1Se2_stannite,V_Ag,Neutral,2581.0000,-.11077213E+04,1,0
Ag2Ba1Ge1S4_kesterite,HSE,.,2520.0000,-.15023414E+04,1,1
Ag2Ba1Ge1Se4_stannite,Ag_Ge,Charged+1,2516,-.12444379E+04,1,0
Ag2Ba1Ge1Se4_stannite,Ag_Ge,Charged+2,2515,-.12480738E+04,1,0
Ag2Ba1Ge1Se4_stannite,Ag_Ge,Charged-1,2518,-.12366836E+04,1,0
Ag2Ba1Ge1Se4_stannite,Ag_Ge,Charged-2,2519,-.12327532E+04,1,0
Ag2Ba1Ge1Se4_stannite,Ag_Ge,Neutral,2517.0000,-.12405984E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ba,Charged+1,2509,-.12409938E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ba,Charged+2,2508,-.12445465E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ba,Charged-1,2511,-.12335136E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ba,Charged-2,2512,-.12295787E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ba,Neutral,2510.0000,-.12373934E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ge,Charged+1,2505,-.12401294E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ge,Charged+2,2504,-.12443253E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ge,Charged-1,2507,-.12333745E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ge,Charged-2,2508,-.12294288E+04,1,0
Ag2Ba1Ge1Se4_stannite,V_Ge,Neutral,2506.0000,-.12372534E+04,1,0
Ag2Ba1Sn1S4_kesterite,Ag_Sn,Charged+1,2516,-.12830788E+04,1,0
Ag2Ba1Sn1S4_kesterite,Ag_Sn,Charged+2,2515,-.12861723E+04,1,0
Ag2Ba1Sn1S4_kesterite,Ag_Sn,Charged-1,2518,-.12764740E+04,1,0
Ag2Ba1Sn1S4_kesterite,Ag_Sn,Charged-2,2519,-.12727701E+04,1,0
Ag2Ba1Sn1S4_kesterite,Ag_Sn,Neutral,2517.0000,-.12798165E+04,1,0
Ag2Ba1Sn1S4_stannite,Sn_Ba,Charged+1,2509,-.13159234E+04,1,0
Ag2Ba1Sn1S4_stannite,Sn_Ba,Charged+2,2508,-.13204714E+04,1,0
Ag2Ba1Sn1S4_stannite,Sn_Ba,Charged-1,2511,-.13062797E+04,1,0
Ag2Ba1Sn1S4_stannite,Sn_Ba,Charged-2,2512,-.13012208E+04,1,0
Ag2Ba1Sn1S4_stannite,Sn_Ba,Neutral,2510.0000,-.13113157E+04,1,0
Ag2Ba1Sn1S4_stannite,V_S,Charged+1,2513,-.13180716E+04,1,0
Ag2Ba1Sn1S4_stannite,V_S,Charged+2,2512,-.13230527E+04,1,0
Ag2Ba1Sn1S4_stannite,V_S,Charged-1,2515,-.13078235E+04,1,0
Ag2Ba1Sn1S4_stannite,V_S,Charged-2,2516,-.13026273E+04,1,0
Ag2Ba1Sn1S4_stannite,V_S,Neutral,2514.0000,-.13129468E+04,1,0
Ag2Ba1Sn1S4_stannite,V_Sn,Charged+1,2505,-.13168950E+04,1,0
Ag2Ba1Sn1S4_stannite,V_Sn,Charged+2,2504,-.13206807E+04,1,0
Ag2Ba1Sn1S4_stannite,V_Sn,Charged-1,2507,-.13075604E+04,1,0
Ag2Ba1Sn1S4_stannite,V_Sn,Charged-2,2508,-.13028633E+04,1,0
Ag2Ba1Sn1S4_stannite,V_Sn,Neutral,2506.0000,-.13122266E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_Ag,Charged+1,2484,-.13811187E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_Ag,Charged+2,2483,-.13835893E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_Ag,Charged-1,2486,-.13737703E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_Ag,Charged-2,2487,-.13699758E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_Ag,Neutral,2485.0000,-.13774743E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_i,Charged+1,2495,-.13829562E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_i,Charged+2,2494,-.13864736E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_i,Charged-1,2497,-.13763754E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_i,Charged-2,2498,-.13726411E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Cd_i,Neutral,2496.0000,-.13796943E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,V_Cd,Charged+1,2471,-.13780157E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,V_Cd,Charged+2,2470,-.13804461E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,V_Cd,Charged-1,2473,-.13730187E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,V_Cd,Charged-2,2474,-.13703637E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,V_Cd,Neutral,2472.0000,-.13755406E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Ca,Charged+1,2473,-.13746437E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Ca,Charged+2,2472,-.13770845E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Ca,Charged-1,2475,-.13697220E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Ca,Charged-2,2476,-.13671487E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Ca,Neutral,2474.0000,-.13722176E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Cd,Charged+1,2483,-.13911317E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Cd,Charged+2,2482,-.13946734E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Cd,Charged-1,2485,-.13836600E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Cd,Charged-2,2486,-.13798422E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_Cd,Neutral,2484.0000,-.13874259E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_i,Charged+1,2495,-.13920231E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_i,Charged+2,2494,-.13955656E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_i,Charged-1,2497,-.13845206E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_i,Charged-2,2498,-.13806501E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,Zr_i,Neutral,2496.0000,-.13883165E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Ca,Charged+1,2473,-.13751335E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Ca,Charged+2,2472,-.13776620E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Ca,Charged-1,2475,-.13700075E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Ca,Charged-2,2476,-.13673582E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Ca,Neutral,2474.0000,-.13726096E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Zr,Charged+1,2471,-.13683442E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Zr,Charged+2,2470,-.13708894E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Zr,Charged-1,2473,-.13636856E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Zr,Charged-2,2474,-.13590761E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Se_Zr,Neutral,2472.0000,-.13657636E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Cd,Charged+1,2471,-.13786770E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Cd,Charged+2,2470,-.13812024E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Cd,Charged-1,2473,-.13735398E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Cd,Charged-2,2474,-.13709101E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Cd,Neutral,2472.0000,-.13761404E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Se,Charged+1,2477,-.13759376E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Se,Charged+2,2476,-.13795921E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Se,Charged-1,2479,-.13703248E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Se,Charged-2,2480,-.13668316E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,V_Se,Neutral,2478.0000,-.13737597E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_Se,Charged+1,2489,-.13858218E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_Se,Charged+2,2488,-.13890878E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_Se,Charged-1,2491,-.13791646E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_Se,Charged-2,2492,-.13756503E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_Se,Neutral,2490.0000,-.13826342E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_i,Charged+1,2495,-.13925196E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_i,Charged+2,2494,-.13961653E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_i,Charged-1,2497,-.13855379E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_i,Charged-2,2498,-.13820539E+04,1,0
Ag2Ca0.5Cd0.5Zr1Se4_stannite,Zr_i,Neutral,2496.0000,-.13891779E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,Ag_Se,Charged+1,2524,-.11823114E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,Ag_Se,Charged+2,2523,,0,0
Ag2Ca1Ge1S1Se1Te2_kesterite,Ag_Se,Charged-1,2526,-.11743453E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,Ag_Se,Charged-2,2527,-.11699784E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,Ag_Se,Neutral,2525.0000,-.11784160E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Ca,Charged+1,2509,-.11781735E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Ca,Charged+2,2508,-.11821428E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Ca,Charged-1,2511,-.11701660E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Ca,Charged-2,2512,-.11661174E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Ca,Neutral,2510.0000,-.11741653E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Te,Charged+1,2519,-.11845067E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Te,Charged+2,2518,-.11885096E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Te,Charged-1,2521,-.11762058E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Te,Charged-2,2522,-.11718958E+04,1,0
Ag2Ca1Ge1S1Se1Te2_kesterite,S_Te,Neutral,2520.0000,-.11804737E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ag_Ca,Charged+1,2509,-.12256363E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ag_Ca,Charged+2,2508,-.12283334E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ag_Ca,Charged-1,2511,-.12201677E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ag_Ca,Charged-2,2512,-.12172011E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ag_Ca,Neutral,2510.0000,-.12229086E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ca_S,Charged+1,2523,-.12318406E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ca_S,Charged+2,2522,-.12353346E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ca_S,Charged-1,2525,-.12244539E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ca_S,Charged-2,2526,-.12206740E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ca_S,Neutral,2524.0000,-.12284032E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ge_Se,Charged+1,2527,-.12323623E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ge_Se,Charged+2,2526,-.12351848E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ge_Se,Charged-1,2529,-.12259897E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ge_Se,Charged-2,2530,-.12225052E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,Ge_Se,Neutral,2528.0000,-.12285466E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,V_Ag,Charged+1,2508,-.12285550E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,V_Ag,Charged+2,2507,-.12312296E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,V_Ag,Charged-1,2510,-.12230976E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,V_Ag,Charged-2,2511,-.12196786E+04,1,0
Ag2Ca1Ge1S1Se3_kesterite,V_Ag,Neutral,2509.0000,-.12258494E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Ge_i,Charged+1,2533,-.12492660E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Ge_i,Charged+2,2532,-.12532947E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Ge_i,Charged-1,2535,-.12428139E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Ge_i,Charged-2,2536,-.12392660E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Ge_i,Neutral,2534.0000,-.12456980E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Se_Ge,Charged+1,2511,-.12425496E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Se_Ge,Charged+2,2510,-.12458669E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Se_Ge,Charged-1,2513,-.12350604E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Se_Ge,Charged-2,2514,-.12309122E+04,1,0
Ag2Ca1Ge1S1Se3_stannite,Se_Ge,Neutral,2512.0000,-.12391991E+04,1,0
Ag2Ca1Ge1S2Se1Te1_kesterite,Ca_Se,Charged+1,2523,-.12290176E+04,1,0
Ag2Ca1Ge1S2Se1Te1_kesterite,Ca_Se,Charged+2,2522,,0,0
Ag2Ca1Ge1S2Se1Te1_kesterite,Ca_Se,Charged-1,2525,-.12210285E+04,1,0
Ag2Ca1Ge1S2Se1Te1_kesterite,Ca_Se,Charged-2,2526,,0,0
Ag2Ca1Ge1S2Se1Te1_kesterite,Ca_Se,Neutral,2524.0000,-.12250630E+04,1,0
