compound,defect,cdir,nelect,F,conv,lat_match
K0.5Cu0.5Al1S2_kesterite,K_Cu,Neutral,1798.0000,-.13878835E+04,1,0
K0.5Cu0.5Al1S2_kesterite,K_S,Charged+1,1802,-.13872540E+04,1,0
K0.5Cu0.5Al1S2_kesterite,K_S,Charged+2,1801,-.13914341E+04,1,0
K0.5Cu0.5Al1S2_kesterite,K_S,Charged-1,1804,-.13769133E+04,1,0
K0.5Cu0.5Al1S2_kesterite,K_S,Charged-2,1805,-.13713709E+04,1,0
K0.5Cu0.5Al1S2_kesterite,K_S,Neutral,1803.0000,-.13827935E+04,1,0
K0.5Cu0.5Al1S2_kesterite,S_K,Charged+1,1790,-.13858156E+04,0,0
K0.5Cu0.5Al1S2_kesterite,S_K,Charged+2,1789,-.13886546E+04,0,0
K0.5Cu0.5Al1S2_kesterite,S_K,Charged-1,1792,-.13812675E+04,1,0
K0.5Cu0.5Al1S2_kesterite,S_K,Charged-2,1793,-.13751117E+04,1,0
K0.5Cu0.5Al1S2_kesterite,S_K,Neutral,1791.0000,-.13846266E+04,0,0
K0.5Cu0.5Al1S2_stannite,K_S,Charged+1,1802,-.13990769E+04,1,0
K0.5Cu0.5Al1S2_stannite,K_S,Charged+2,1801,-.14039895E+04,1,0
K0.5Cu0.5Al1S2_stannite,K_S,Charged-1,1804,-.13886997E+04,1,0
K0.5Cu0.5Al1S2_stannite,K_S,Charged-2,1805,-.13830307E+04,1,0
K0.5Cu0.5Al1S2_stannite,K_S,Neutral,1803.0000,-.14048528E+04,1,0
K0.5Cu0.5Al1S2_stannite,S_i,Charged+1,1805,-.14081002E+04,1,0
K0.5Cu0.5Al1S2_stannite,S_i,Charged+2,1804,-.14134339E+04,0,0
K0.5Cu0.5Al1S2_stannite,S_i,Charged-1,1807,-.13999719E+04,1,0
K0.5Cu0.5Al1S2_stannite,S_i,Charged-2,1808,-.13961323E+04,1,0
K0.5Cu0.5Al1S2_stannite,S_i,Neutral,1806.0000,-.14040839E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,Al_Se,Charged+1,1796,-.12548085E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,Al_Se,Charged+2,1795,-.12550454E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,Al_Se,Charged-1,1798,,0,0
K0.5Cu0.5Al1Se2_kesterite,Al_Se,Charged-2,1799,-.12453308E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,Al_Se,Neutral,1797.0000,-.12517988E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,K_Se,Charged+1,1802,-.12546125E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,K_Se,Charged+2,1801,-.12577984E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,K_Se,Charged-1,1804,-.12467654E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,K_Se,Charged-2,1805,-.12435586E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,K_Se,Neutral,1803.0000,-.12497615E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,Se_Cu,Charged+1,1788,,0,0
K0.5Cu0.5Al1Se2_kesterite,Se_Cu,Charged+2,1787,-.12498384E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,Se_Cu,Charged-1,1790,-.12485092E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,Se_Cu,Charged-2,1791,-.12448033E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,Se_Cu,Neutral,1789.0000,-.12479928E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Al,Charged+1,1796,-.12504950E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Al,Charged+2,1795,-.12505077E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Al,Charged-1,1798,-.12444726E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,V_Al,Charged-2,1799,,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Al,Neutral,1797.0000,-.12469068E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Cu,Charged+1,1788,-.12507370E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Cu,Charged+2,1787,-.12512423E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Cu,Charged-1,1790,-.12479818E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Cu,Charged-2,1791,-.12436430E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,V_Cu,Neutral,1789.0000,-.12485336E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_K,Charged+1,1790,-.12501121E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_K,Charged+2,1789,-.12494970E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_K,Charged-1,1792,-.12469375E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,V_K,Charged-2,1793,-.12438342E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_K,Neutral,1791.0000,-.12485141E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Se,Charged+1,1793,-.12509472E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Se,Charged+2,1792,-.12549566E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Se,Charged-1,1795,-.12436563E+04,0,0
K0.5Cu0.5Al1Se2_kesterite,V_Se,Charged-2,1796,-.12327678E+04,1,0
K0.5Cu0.5Al1Se2_kesterite,V_Se,Neutral,1794.0000,-.12470243E+04,1,0
K0.5Cu0.5Al1Se2_stannite,K_Cu,Charged+1,1797,-.12663110E+04,1,0
K0.5Cu0.5Al1Se2_stannite,K_Cu,Charged+2,1796,-.12694162E+04,1,0
K0.5Cu0.5Al1Se2_stannite,K_Cu,Charged-1,1799,-.12594476E+04,1,0
K0.5Cu0.5Al1Se2_stannite,K_Cu,Charged-2,1800,-.12556829E+04,1,0
K0.5Cu0.5Al1Se2_stannite,K_Cu,Neutral,1798.0000,-.12631818E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Al,Charged+1,1796,-.12618782E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Al,Charged+2,1795,-.12648684E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Al,Charged-1,1798,-.12563656E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Al,Charged-2,1799,-.12532366E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Al,Neutral,1797.0000,-.12594179E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Cu,Charged+1,1788,-.12647667E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Cu,Charged+2,1787,-.12678151E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Cu,Charged-1,1790,-.12585000E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Cu,Charged-2,1791,-.12548172E+04,1,0
K0.5Cu0.5Al1Se2_stannite,V_Cu,Neutral,1789.0000,-.12616842E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Al_Te,Charged+1,1796,-.11063501E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Al_Te,Charged+2,1795,-.11096447E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Al_Te,Charged-1,1798,-.10976199E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Al_Te,Charged-2,1799,-.10932943E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Al_Te,Neutral,1797.0000,-.11020052E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Te_K,Charged+1,1790,-.11043728E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Te_K,Charged+2,1789,-.11077998E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,Te_K,Charged-1,1792,-.10983688E+04,0,0
K0.5Cu0.5Al1Te2_kesterite,Te_K,Charged-2,1793,-.10938925E+04,0,0
K0.5Cu0.5Al1Te2_kesterite,Te_K,Neutral,1791.0000,-.11008849E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,V_Cu,Charged+1,1788,-.10954104E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,V_Cu,Charged+2,1787,-.10986089E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,V_Cu,Charged-1,1790,-.10888588E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,V_Cu,Charged-2,1791,-.10846308E+04,1,0
K0.5Cu0.5Al1Te2_kesterite,V_Cu,Neutral,1789.0000,-.10921819E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Cu_Te,Charged+1,1804,-.11262991E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Cu_Te,Charged+2,1803,-.11301812E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Cu_Te,Charged-1,1806,-.11182399E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Cu_Te,Charged-2,1807,-.11137607E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Cu_Te,Neutral,1805.0000,-.11223484E+04,1,0
K0.5Cu0.5Al1Te2_stannite,K_Cu,Charged+1,1797,-.11250833E+04,1,0
K0.5Cu0.5Al1Te2_stannite,K_Cu,Charged+2,1796,-.11289290E+04,1,0
K0.5Cu0.5Al1Te2_stannite,K_Cu,Charged-1,1799,-.11167096E+04,1,0
K0.5Cu0.5Al1Te2_stannite,K_Cu,Charged-2,1800,-.11121574E+04,1,0
K0.5Cu0.5Al1Te2_stannite,K_Cu,Neutral,1798.0000,-.11212160E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Te_K,Charged+1,1790,-.11259684E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Te_K,Charged+2,1789,-.11297804E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Te_K,Charged-1,1792,-.11182415E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Te_K,Charged-2,1793,-.11137461E+04,1,0
K0.5Cu0.5Al1Te2_stannite,Te_K,Neutral,1791.0000,-.11221138E+04,1,0
K0.5Cu0.5Ga1S2_kesterite,Cu_i,Charged+1,2530,,0,0
K0.5Cu0.5Ga1S2_kesterite,Cu_i,Charged+2,2529,-.12673272E+04,0,0
K0.5Cu0.5Ga1S2_kesterite,Cu_i,Charged-1,2532,-.12590565E+04,0,0
K0.5Cu0.5Ga1S2_kesterite,Cu_i,Charged-2,2533,,0,0
K0.5Cu0.5Ga1S2_kesterite,Cu_i,Neutral,2531.0000,,0,0
K0.5Cu0.5Ga1S2_stannite,Cu_K,Charged+1,2510,-.12826165E+04,1,0
K0.5Cu0.5Ga1S2_stannite,Cu_K,Charged+2,2509,-.12863128E+04,1,0
K0.5Cu0.5Ga1S2_stannite,Cu_K,Charged-1,2512,-.12750018E+04,1,0
K0.5Cu0.5Ga1S2_stannite,Cu_K,Charged-2,2513,-.12707096E+04,1,0
K0.5Cu0.5Ga1S2_stannite,Cu_K,Neutral,2511.0000,-.12788144E+04,1,0
K0.5Cu0.5Ga1S2_stannite,V_Cu,Charged+1,2508,-.12796272E+04,1,0
K0.5Cu0.5Ga1S2_stannite,V_Cu,Charged+2,2507,-.12833540E+04,1,0
K0.5Cu0.5Ga1S2_stannite,V_Cu,Charged-1,2510,-.12719951E+04,1,0
K0.5Cu0.5Ga1S2_stannite,V_Cu,Charged-2,2511,-.12677189E+04,1,0
K0.5Cu0.5Ga1S2_stannite,V_Cu,Neutral,2509.0000,-.12758595E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,S_Cu,Charged+1,2544,-.12562210E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,S_Cu,Charged+2,2543,-.12600028E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,S_Cu,Charged-1,2546,-.12485239E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,S_Cu,Charged-2,2547,-.12443385E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,S_Cu,Neutral,2545.0000,-.12523830E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,Zn_Cu,Charged+1,2556,-.12581531E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,Zn_Cu,Charged+2,2555,-.12620577E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,Zn_Cu,Charged-1,2558,-.12497816E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,Zn_Cu,Charged-2,2559,-.12450253E+04,1,0
K0.5Cu1.5Zn1Ge1S4_stannite,Zn_Cu,Neutral,2557.0000,-.12539874E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Ag_S,Charged+1,2488,-.14584183E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Ag_S,Charged+2,2487,-.14616895E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Ag_S,Charged-1,2490,-.14508144E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Ag_S,Charged-2,2491,-.14466091E+04,0,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Ag_S,Neutral,2489.0000,-.14555210E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cd_K,Charged+1,2474,-.14586453E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cd_K,Charged+2,2473,-.14617788E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cd_K,Charged-1,2476,-.14522160E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cd_K,Charged-2,2477,-.14479536E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cd_K,Neutral,2475.0000,-.14554594E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cu_Zr,Charged+1,2471,-.14492585E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cu_Zr,Charged+2,2470,-.14523956E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cu_Zr,Charged-1,2473,-.14415981E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cu_Zr,Charged-2,2474,-.14373084E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,Cu_Zr,Neutral,2472.0000,-.14460273E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,K_i,Charged+1,2492,-.14642438E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,K_i,Charged+2,2491,-.14674899E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,K_i,Charged-1,2494,-.14555514E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,K_i,Charged-2,2495,-.14510688E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,K_i,Neutral,2493.0000,-.14598994E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,V_Cd,Charged+1,2471,-.14578994E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,V_Cd,Charged+2,2470,-.14610114E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,V_Cd,Charged-1,2473,-.14525936E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,V_Cd,Charged-2,2474,-.14492618E+04,1,0
K0.5Cu1Ag0.5Cd1Zr1S4_kesterite,V_Cd,Neutral,2472.0000,,0,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_S,Charged+1,2343,-.12969984E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_S,Charged+2,2342,-.13009455E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_S,Charged-1,2345,-.12889211E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_S,Charged-2,2346,-.12855455E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_S,Neutral,2344.0000,-.12931085E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_i,Charged+1,2349,-.13021394E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_i,Charged+2,2348,-.13062082E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_i,Charged-1,2351,-.12953863E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_i,Charged-2,2352,-.12912848E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Ca_i,Neutral,2350.0000,-.12995311E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Cu_K,Charged+1,2330,-.12943371E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Cu_K,Charged+2,2329,-.12977721E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Cu_K,Charged-1,2332,-.12872265E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Cu_K,Charged-2,2333,-.12832054E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Cu_K,Neutral,2331.0000,-.12907429E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_Cu,Charged+1,2337,-.12946497E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_Cu,Charged+2,2336,-.12981022E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_Cu,Charged-1,2339,-.12870847E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_Cu,Charged-2,2340,-.12829932E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_Cu,Neutral,2338.0000,-.12911093E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_S,Charged+1,2342,-.12947753E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_S,Charged+2,2341,-.12982705E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_S,Charged-1,2344,-.12870369E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_S,Charged-2,2345,-.12830841E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,K_S,Neutral,2343.0000,-.12905788E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Mg_Ca,Charged+1,2331,-.12963029E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Mg_Ca,Charged+2,2330,-.12997960E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Mg_Ca,Charged-1,2333,-.12887264E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Mg_Ca,Charged-2,2334,-.12846665E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,Mg_Ca,Neutral,2332.0000,-.12927406E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,S_Cu,Charged+1,2328,-.12921150E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,S_Cu,Charged+2,2327,-.12955613E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,S_Cu,Charged-1,2330,-.12851086E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,S_Cu,Charged-2,2331,-.12811102E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,S_Cu,Neutral,2329.0000,-.12886620E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Cu,Charged+1,2328,-.12921033E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Cu,Charged+2,2327,-.12955532E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Cu,Charged-1,2330,-.12850914E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Cu,Charged-2,2331,-.12811154E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Cu,Neutral,2329.0000,-.12886572E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Mg,Charged+1,2337,-.12919056E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Mg,Charged+2,2336,-.12953238E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Mg,Charged-1,2339,-.12849125E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Mg,Charged-2,2340,-.12812350E+04,1,0
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,V_Mg,Neutral,2338.0000,-.12884396E+04,1,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_K,Charged+1,2330,-.11556345E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_K,Charged+2,2329,-.11551876E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_K,Charged-1,2332,-.11518085E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_K,Charged-2,2333,-.11474160E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_K,Neutral,2331.0000,-.11510143E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Rb,Charged+1,2330,-.11541577E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Rb,Charged+2,2329,-.11540375E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Rb,Charged-1,2332,-.11511329E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Rb,Charged-2,2333,-.11483773E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Rb,Neutral,2331.0000,-.11517307E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Zn,Charged+1,2341,-.11633497E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Zn,Charged+2,2340,-.11653813E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Zn,Charged-1,2343,-.11568419E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Zn,Charged-2,2344,-.11529224E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Ge_Zn,Neutral,2342.0000,-.11605951E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_Zn,Charged+1,2329,-.11567558E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_Zn,Charged+2,2328,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_Zn,Charged-1,2331,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_Zn,Charged-2,2332,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_Zn,Neutral,2330.0000,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_i,Charged+1,2341,-.11644896E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_i,Charged+2,2340,-.11662175E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_i,Charged-1,2343,-.11554720E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_i,Charged-2,2344,-.11511447E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Mg_i,Neutral,2342.0000,-.11605382E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_S,Charged+1,2342,-.11557778E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_S,Charged+2,2341,-.11584576E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_S,Charged-1,2344,-.11475687E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_S,Charged-2,2345,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_S,Neutral,2343.0000,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_i,Charged+1,2348,-.11605705E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_i,Charged+2,2347,-.11621640E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_i,Charged-1,2350,-.11538658E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_i,Charged-2,2351,-.11514886E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Rb_i,Neutral,2349.0000,-.11578649E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Te_Ge,Charged+1,2331,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Te_Ge,Charged+2,2330,-.11610329E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Te_Ge,Charged-1,2333,-.11523631E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Te_Ge,Charged-2,2334,-.11483842E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Te_Ge,Neutral,2332.0000,-.11559250E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_K,Charged+1,2330,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_K,Charged+2,2329,-.11570133E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_K,Charged-1,2332,-.11517866E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_K,Charged-2,2333,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_K,Neutral,2331.0000,-.11538527E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_Rb,Charged+1,2330,-.11554147E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_Rb,Charged+2,2329,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_Rb,Charged-1,2332,-.11511708E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_Rb,Charged-2,2333,-.11478840E+04,1,0
