compound,structure,eform_ev_atom,edecomp_ev_fu,gap_prescreen_ev,theory
Na0.5K0.5Rb0.5Ag0.5Mg1Ge1S4,stannite,-0.7408,0.4006,1.466,PBEsol
Na0.5K0.5Rb0.5Ag0.5Mg1Sn1S4,kesterite,-0.7881,0.2985,1.877,PBEsol
Na0.5K0.5Rb0.5Ag0.5Mg1Sn1Se4,kesterite,-0.6828,0.6408,1.356,PBEsol
Na0.5K0.5Rb0.5Ag0.5Mg1Zr1S4,kesterite,-1.1423,0.8844,2.057,PBEsol
Na0.5K0.5Rb0.5Ag0.5Mg1Zr1Se4,kesterite,-0.9778,1.2368,1.686,PBEsol
Na0.5K0.5Rb0.5Ag0.5Sr0.5Cd0.5Sn0.5Ge0.5S4,kesterite,-0.8267,-0.3505,1.597,PBEsol
Na0.5K0.5Rb0.5Ag0.5Sr0.5Cd0.5Sn0.5Ge0.5S4,stannite,-0.7471,0.2863,1.098,PBEsol
Na0.5K0.5Rb0.5Ag0.5Sr1Sn1S2Se1Te1,kesterite,-0.983,,1.446,PBEsol
Na0.5K0.5Rb0.5Ag0.5Sr1Sn1S2Se1Te1,stannite,-0.8976,,1.269,PBEsol
Na0.5K0.5Rb0.5Ag0.5Sr1Zr1S4,kesterite,-1.2533,1.4084,2.358,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Ge1Te4,stannite,-0.0725,,0.129,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Sn1Se4,kesterite,-0.5522,0.5763,1.136,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Sn1Se4,stannite,-0.4819,1.1391,0.404,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1S4,kesterite,-0.9857,0.787,1.68,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1S4,stannite,-0.9317,1.2186,1.474,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1Se4,kesterite,-0.8302,1.3083,1.301,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1Se4,stannite,-0.7824,1.6909,1.086,PBEsol
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1Te4,stannite,-0.3218,3.0256,0.609,PBEsol
Na0.5K0.5Rb0.5Cs0.5Ba1Ge1S4,kesterite,-0.9711,0.5335,1.875,PBEsol
Na0.5K0.5Rb0.5Cs0.5Ba1Sn1S4,kesterite,-0.9196,1.2218,1.928,PBEsol
Na0.5K0.5Rb0.5Cs0.5Ba1Zr1S4,kesterite,-1.3244,1.4028,2.239,PBEsol
Na0.5K0.5Rb0.5Cs0.5Cd1Sn1S4,stannite,-0.5851,0.9337,1.504,PBEsol
Na0.5K0.5Rb0.5Cs0.5Cd1Zr1S4,stannite,-0.9653,1.3112,1.655,PBEsol
Na0.5K0.5Rb0.5Cs0.5Cd1Zr1Se4,stannite,-0.7906,2.1717,1.288,PBEsol
Na0.5K0.5Rb0.5Cs0.5Mg0.5Zn0.5Sn1S2Te2,stannite,-0.5571,,0.233,PBEsol
Na0.5K0.5Rb0.5Cs0.5Mg1Ge1S4,kesterite,-0.9201,-0.278,2.361,PBEsol
Na0.5K0.5Rb0.5Cs0.5Mg1Ge1S4,stannite,-0.8401,0.3626,1.659,PBEsol
Na0.5K0.5Rb0.5Cs0.5Mg1Zr1S4,kesterite,-1.2626,0.6779,2.425,PBEsol
Na0.5K0.5Rb0.5Cs0.5Sr0.5Ba0.5Ge1S4,stannite,-1.1087,-0.4888,2.345,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1S4,stannite,-0.6601,0.4525,1.21,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1Se4,kesterite,-0.6528,0.1618,1.584,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1Se4,stannite,-0.5425,1.0444,0.554,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1Te4,stannite,-0.1437,,0.06,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1S4,kesterite,-1.1029,0.6051,2.003,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1S4,stannite,-1.0254,1.2252,1.516,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1Se4,stannite,-0.871,1.7493,1.156,PBEsol
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1Te4,stannite,-0.3765,3.3216,0.691,PBEsol
Na0.5K0.5Rb0.5Cu0.5Ba1Zr1S4,stannite,-1.2766,1.118,1.726,PBEsol
Na0.5K0.5Rb0.5Cu0.5Ca0.5Sr0.5Sn0.5Ge0.5S3Se1,stannite,-0.9398,0.2753,1.481,PBEsol
Na0.5K0.5Rb0.5Cu0.5Cd1Zr1Se4,kesterite,-0.79,1.3913,0.864,PBEsol
Na0.5K0.5Rb0.5Cu0.5Cd1Zr1Se4,stannite,-0.766,1.5835,0.935,PBEsol
Na0.5K0.5Rb0.5Cu0.5Cd1Zr1Te4,stannite,-0.2929,3.068,0.535,PBEsol
Na0.5K0.5Rb0.5Cu0.5Mg0.5Ba0.5Ge1S3Te1,kesterite,-0.8201,,1.418,PBEsol
Na0.5K0.5Rb0.5Cu0.5Mg0.5Ba0.5Ge1S3Te1,stannite,-0.8179,,1.285,PBEsol
Na0.5K0.5Rb0.5Cu0.5Mg0.5Cd0.5Sn0.5Ge0.5S3Te1,stannite,-0.5457,,0.009,PBEsol
Na0.5K0.5Rb0.5Cu0.5Mg0.5Zn0.5Sn1S2Se2,stannite,-0.6406,0.578,0.533,PBEsol
Na0.5K0.5Rb0.5Cu0.5Mg1Ge1Te4,stannite,-0.2038,,0.234,PBEsol
Na0.5K0.5Rb0.5Cu0.5Sr0.5Cd0.5Sn1S4,kesterite,-0.8077,0.0462,1.008,PBEsol
Na0.5K0.5Rb0.5Cu0.5Sr0.5Cd0.5Sn1S4,stannite,-0.7376,0.6071,0.547,PBEsol
Na0.5K0.5Rb0.5Cu0.5Sr1Ge1Te4,stannite,-0.358,,0.551,PBEsol
Na0.5K0.5Rb0.5Cu0.5Zn1Ge1Se4,kesterite,-0.5399,0.2804,1.035,PBEsol
Na0.5K0.5Rb0.5Cu0.5Zn1Sn0.5Ge0.5S4,stannite,-0.5685,0.6383,0.614,PBEsol
Na0.5K0.5Rb0.5Cu0.5Zn1Sn1Se4,stannite,-0.4855,1.0921,0.13,PBEsol
Na0.5K0.5Rb0.5Cu0.5Zn1Zr1Se4,kesterite,-0.8237,1.3426,0.951,PBEsol
Na0.5K0.5Rb0.5Cu0.5Zn1Zr1Te4,stannite,-0.3463,2.692,0.501,PBEsol
Na0.5K0.5Rb1Ba0.5Cd0.5Ge1S2Se2,stannite,-0.8077,0.1737,0.871,PBEsol
Na0.5K0.5Rb1Ba1Ge1S4,kesterite,-0.9843,0.4107,2.063,PBEsol
Na0.5K0.5Rb1Ba1Ge1Se4,stannite,-0.8672,1.1469,1.756,PBEsol
Na0.5K0.5Rb1Ba1Sn1S4,kesterite,-0.936,1.0735,2.119,PBEsol
Na0.5K0.5Rb1Ba1Zr1Se4,kesterite,-1.1828,1.9546,2.022,PBEsol
Na0.5K0.5Rb1Ca1Ge1Te4,stannite,-0.3432,,0.394,PBEsol
Na0.5K0.5Rb1Ca1Zr1S4,kesterite,-1.3858,1.0985,2.595,PBEsol
Na0.5K0.5Rb1Cd1Ge1S4,stannite,-0.6448,0.1632,1.415,PBEsol
Na0.5K0.5Rb1Cd1Ge1Se4,stannite,-0.5233,0.9475,0.808,PBEsol
Na0.5K0.5Rb1Cd1Sn0.5Ge0.5Te4,stannite,-0.3626,,0.006,PBEsol
Na0.5K0.5Rb1Cd1Zr1S4,stannite,-0.9743,1.2221,1.694,PBEsol
Na0.5K0.5Rb1Cd1Zr1Se4,stannite,-0.8015,2.0544,1.3,PBEsol
Na0.5K0.5Rb1Mg0.5Cd0.5Sn0.5Ge0.5S1Se1Te2,stannite,-0.6038,,0.251,PBEsol
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S2Te2,kesterite,-0.7147,,1.655,PBEsol
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S2Te2,stannite,-0.6205,,0.123,PBEsol
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S4,kesterite,-0.8993,-0.7425,2.058,PBEsol
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S4,stannite,-0.8226,-0.1292,1.284,PBEsol
Na0.5K0.5Rb1Mg1Ge1S4,stannite,-0.8515,0.2537,1.71,PBEsol
Na0.5K0.5Rb1Mg1Ge1Se4,stannite,-0.7239,0.6726,1.04,PBEsol
Na0.5K0.5Rb1Mg1Ge1Te4,stannite,-0.2361,,0.069,PBEsol
Na0.5K0.5Rb1Mg1Zr1S4,kesterite,-1.2678,0.6193,2.66,PBEsol
Na0.5K0.5Rb1Mg1Zr1Se4,kesterite,-1.1073,0.9378,2.257,PBEsol
Na0.5K0.5Rb1Sr1Ge1Te4,stannite,-0.409,,1.171,PBEsol
Na0.5K0.5Rb1Zn1Ge1S4,stannite,-0.6764,0.3044,1.274,PBEsol
Na0.5K0.5Rb1Zn1Ge1Se4,stannite,-0.559,0.8819,0.603,PBEsol
Na0.5K0.5Rb1Zn1Zr1S4,stannite,-1.0362,1.1215,1.569,PBEsol
Na0.5K0.5Rb1Zn1Zr1Se4,stannite,-0.8811,1.638,1.187,PBEsol
Na0.5K0.5Rb1Zn1Zr1Te4,stannite,-0.4048,3.064,0.543,PBEsol
Na0.5K1.5Ba1Ge1S4,kesterite,-1.0118,0.2843,2.163,PBEsol
Na0.5K1.5Ba1Ge1Se4,kesterite,-0.8772,1.1429,1.678,PBEsol
Na0.5K1.5Ba1Sn1S4,kesterite,-0.9654,0.932,2.261,PBEsol
Na0.5K1.5Ba1Zr1S4,kesterite,-1.3583,1.208,2.514,PBEsol
Na0.5K1.5Cd1Zr1S4,kesterite,-1.0422,0.7724,2.485,PBEsol
Na0.5K1.5Cd1Zr1S4,stannite,-1.0074,1.0509,1.727,PBEsol
Na0.5K1.5Cd1Zr1Se4,kesterite,-0.8668,1.6071,2.042,PBEsol
Na0.5K1.5Cd1Zr1Te4,kesterite,-0.3195,3.7457,1.353,PBEsol
Na0.5K1.5Cd1Zr1Te4,stannite,-0.2973,3.9228,0.814,PBEsol
Na0.5K1.5Mg1Ge1S4,stannite,-0.8817,0.1058,1.816,PBEsol
Na0.5K1.5Mg1Ge1Se4,stannite,-0.7526,0.5183,1.123,PBEsol
Na0.5K1.5Mg1Ge1Te4,kesterite,-0.3877,,1.44,PBEsol
Na0.5K1.5Mg1Ge1Te4,stannite,-0.3367,,0.32,PBEsol
Na0.5K1.5Mg1Zr1S4,kesterite,-1.2864,0.5643,2.917,PBEsol
Na0.5K1.5Sr1Ge1Se4,kesterite,-0.9009,1.0467,1.981,PBEsol
Na0.5K1.5Sr1Zr1S4,kesterite,-1.3851,1.1863,2.846,PBEsol
Na0.5K1.5Zn1Ge1S4,stannite,-0.7129,0.1062,1.397,PBEsol
Na0.5K1.5Zn1Ge1Se4,stannite,-0.5975,0.6493,0.69,PBEsol
Na0.5K1.5Zn1Ge1Te4,stannite,-0.2393,,0.095,PBEsol
Na0.5K1.5Zn1Sn1Te4,stannite,-0.2327,,0.143,PBEsol
Na0.5K1.5Zn1Zr1S4,kesterite,-1.1284,0.4776,2.316,PBEsol
Na0.5K1.5Zn1Zr1S4,stannite,-1.0661,0.9764,1.599,PBEsol
Na0.5K1.5Zn1Zr1Se4,kesterite,-0.9663,1.0316,1.863,PBEsol
Na0.5K1.5Zn1Zr1Se4,stannite,-0.9099,1.4826,1.207,PBEsol
Na0.5K1Ag0.5Ba1Sn1S4,kesterite,-0.866,0.9443,1.773,PBEsol
Na0.5K1Ag0.5Ca0.5Ba0.5Ge1S2Te2,stannite,-0.7958,,1.118,PBEsol
Na0.5K1Ag0.5Ca1Ge1Se4,stannite,-0.7908,1.0802,1.348,PBEsol
Na0.5K1Ag0.5Ca1Zr1Se4,kesterite,-1.1259,1.7321,2.151,PBEsol
Na0.5K1Ag0.5Cd1Ge1S2Se2,kesterite,-0.6299,-0.5581,1.509,PBEsol
Na0.5K1Ag0.5Cd1Ge1S2Se2,stannite,-0.5553,0.0391,0.639,PBEsol
Na0.5K1Ag0.5Cd1Ge1S4,stannite,-0.5753,0.0298,1.208,PBEsol
Na0.5K1Ag0.5Cd1Ge1Se4,kesterite,-0.5339,0.1664,1.168,PBEsol
Na0.5K1Ag0.5Cd1Ge1Se4,stannite,-0.4764,0.6267,0.599,PBEsol
Na0.5K1Ag0.5Cd1Sn1Se1Te3,stannite,-0.331,,0.237,PBEsol
Na0.5K1Ag0.5Cd1Zr1S4,kesterite,-0.9379,0.8243,1.665,PBEsol
Na0.5K1Ag0.5Cd1Zr1S4,stannite,-0.9093,1.0532,1.543,PBEsol
Na0.5K1Ag0.5Cd1Zr1Se4,kesterite,-0.7741,1.5776,1.361,PBEsol
Na0.5K1Ag0.5Cd1Zr1Se4,stannite,-0.7481,1.7857,1.16,PBEsol
Na0.5K1Ag0.5Mg0.5Ca0.5Sn0.5Ge0.5S3Te1,stannite,-0.7437,,0.265,PBEsol
Na0.5K1Ag0.5Mg0.5Ca0.5Sn1S2Se1Te1,kesterite,-0.8363,,1.677,PBEsol
Na0.5K1Ag0.5Mg0.5Ca0.5Sn1S2Se1Te1,stannite,-0.7319,,0.108,PBEsol
Na0.5K1Ag0.5Mg1Ge1Se4,stannite,-0.6465,0.5958,0.848,PBEsol
Na0.5K1Ag0.5Mg1Sn0.5Ge0.5S1Se3,kesterite,-0.792,-0.3016,1.613,PBEsol
Na0.5K1Ag0.5Mg1Sn0.5Ge0.5S1Se3,stannite,-0.7034,0.4074,0.598,PBEsol
Na0.5K1Ag0.5Mg1Sn1Se4,kesterite,-0.6999,0.5444,1.481,PBEsol
Na0.5K1Ag0.5Mg1Zr1S4,kesterite,-1.1584,0.805,2.126,PBEsol
Na0.5K1Ag0.5Mg1Zr1Se4,kesterite,-0.9932,1.1545,1.786,PBEsol
Na0.5K1Ag0.5Sr1Zr1Se4,kesterite,-1.1062,1.9649,2.137,PBEsol
Na0.5K1Ag0.5Zn0.5Cd0.5Ge1S4,kesterite,-0.6661,-0.517,1.582,PBEsol
Na0.5K1Ag0.5Zn0.5Cd0.5Ge1S4,stannite,-0.5973,0.0335,1.073,PBEsol
Na0.5K1Ag0.5Zn1Ge1S4,stannite,-0.5999,0.2272,1.145,PBEsol
Na0.5K1Ag0.5Zn1Ge1Se4,stannite,-0.4944,0.7026,0.448,PBEsol
Na0.5K1Ag0.5Zn1Ge1Te4,stannite,-0.1459,,0.342,PBEsol
Na0.5K1Ag0.5Zn1Sn1Se1Te3,kesterite,-0.4607,,1.197,PBEsol
Na0.5K1Ag0.5Zn1Sn1Se1Te3,stannite,-0.3782,,0.223,PBEsol
Na0.5K1Ag0.5Zn1Sn1Se4,kesterite,-0.5705,0.4706,1.252,PBEsol
Na0.5K1Ag0.5Zn1Sn1Te4,stannite,-0.161,,0.306,PBEsol
Na0.5K1Ag0.5Zn1Zr1S4,stannite,-0.9557,1.076,1.499,PBEsol
Na0.5K1Ag0.5Zn1Zr1Se4,kesterite,-0.8476,1.2098,1.367,PBEsol
Na0.5K1Ag0.5Zn1Zr1Se4,stannite,-0.8053,1.5482,1.107,PBEsol
Na0.5K1Ag0.5Zn1Zr1Te4,stannite,-0.3457,2.8617,0.627,PBEsol
Na0.5K1Cs0.5Ba1Ge1S4,kesterite,-0.9807,0.5065,1.861,PBEsol
Na0.5K1Cs0.5Ba1Ge1Se4,stannite,-0.8763,1.1452,1.707,PBEsol
Na0.5K1Cs0.5Ba1Sn0.5Ge0.5S1Se3,stannite,-1.0722,-0.2585,1.768,PBEsol
Na0.5K1Cs0.5Ba1Zr1S4,kesterite,-1.3337,1.3781,2.213,PBEsol
Na0.5K1Cs0.5Ba1Zr1Se4,kesterite,-1.1819,2.033,1.883,PBEsol
Na0.5K1Cs0.5Ca1Ge1Se4,stannite,-0.8686,1.2252,1.568,PBEsol
Na0.5K1Cs0.5Cd1Ge1S4,stannite,-0.6492,0.1945,1.387,PBEsol
Na0.5K1Cs0.5Cd1Ge1Se4,stannite,-0.5293,0.9704,0.785,PBEsol
Na0.5K1Cs0.5Cd1Sn1S4,stannite,-0.6068,0.8097,1.419,PBEsol
Na0.5K1Cs0.5Cd1Zr1S4,stannite,-0.982,1.227,1.665,PBEsol
Na0.5K1Cs0.5Cd1Zr1Se4,stannite,-0.8086,2.0684,1.282,PBEsol
Na0.5K1Cs0.5Mg0.5Cd0.5Sn1S1Se2Te1,stannite,-0.7111,,0.26,PBEsol
Na0.5K1Cs0.5Mg1Zr1S4,kesterite,-1.2705,0.6644,2.576,PBEsol
Na0.5K1Cs0.5Mg1Zr1S4,stannite,-1.2182,1.0822,2.148,PBEsol
Na0.5K1Cs0.5Mg1Zr1Se4,kesterite,-1.11,0.9871,2.191,PBEsol
Na0.5K1Cs0.5Zn1Ge1S4,stannite,-0.6783,0.3565,1.241,PBEsol
Na0.5K1Cs0.5Zn1Ge1Se4,stannite,-0.5603,0.9428,0.59,PBEsol
Na0.5K1Cs0.5Zn1Zr1S4,stannite,-1.041,1.1501,1.522,PBEsol
Na0.5K1Cs0.5Zn1Zr1Te4,stannite,-0.4,3.1616,0.598,PBEsol
Na0.5K1Cu0.5Ba1Zr1S4,stannite,-1.2898,1.0625,1.708,PBEsol
Na0.5K1Cu0.5Ca0.5Sr0.5Sn0.5Ge0.5S3Te1,stannite,-0.9101,,1.102,PBEsol
Na0.5K1Cu0.5Cd1Ge1Te4,stannite,-0.0931,,0.263,PBEsol
Na0.5K1Cu0.5Cd1Zr1Se4,kesterite,-0.8088,1.2812,0.932,PBEsol
Na0.5K1Cu0.5Mg0.5Ca0.5Sn0.5Ge0.5S1Se1Te2,stannite,-0.669,,0.671,PBEsol
Na0.5K1Cu0.5Mg0.5Ca0.5Sn0.5Ge0.5Te4,stannite,-0.4286,,0.493,PBEsol
Na0.5K1Cu0.5Mg1Ge1Te4,kesterite,-0.3042,,1.002,PBEsol
Na0.5K1Cu0.5Mg1Sn1Te4,kesterite,-0.3559,,1.134,PBEsol
Na0.5K1Cu0.5Mg1Zr1Te4,kesterite,-0.5359,2.0459,0.996,PBEsol
Na0.5K1Cu0.5Mg1Zr1Te4,stannite,-0.5237,2.1432,1.058,PBEsol
Na0.5K1Cu0.5Zn0.5Cd0.5Ge1S1Se3,stannite,-0.528,0.3419,0.293,PBEsol
Na0.5K1Cu0.5Zn1Ge1Se4,stannite,-0.4639,0.929,0.254,PBEsol
Na0.5K1Cu0.5Zn1Sn1S2Se1Te1,kesterite,-0.5603,,1.264,PBEsol
Na0.5K1Cu0.5Zn1Sn1S2Se1Te1,stannite,-0.4999,,0.006,PBEsol
Na0.5K1Cu0.5Zn1Zr1Se4,kesterite,-0.8406,1.2475,0.972,PBEsol
Na0.5K1Cu0.5Zn1Zr1Te4,kesterite,-0.3943,2.3358,0.65,PBEsol
Na0.5K1Cu0.5Zn1Zr1Te4,stannite,-0.3712,2.5205,0.53,PBEsol
Na0.5K1Rb0.5Ba1Ge1S4,kesterite,-0.9939,0.3746,2.05,PBEsol
Na0.5K1Rb0.5Ba1Ge1S4,stannite,-1.0142,0.2129,2.267,PBEsol
Na0.5K1Rb0.5Ba1Ge1Se4,kesterite,-0.8596,1.2396,1.526,PBEsol
Na0.5K1Rb0.5Ba1Sn1S4,kesterite,-0.9482,1.0162,2.116,PBEsol
Na0.5K1Rb0.5Ba1Zr1S4,kesterite,-1.3449,1.2624,2.391,PBEsol
Na0.5K1Rb0.5Ba1Zr1Se4,kesterite,-1.1908,1.9226,2.032,PBEsol
Na0.5K1Rb0.5Ca0.5Cd0.5Ge1S1Te3,kesterite,-0.595,,1.293,PBEsol
Na0.5K1Rb0.5Ca0.5Cd0.5Ge1S1Te3,stannite,-0.5391,,0.45,PBEsol
Na0.5K1Rb0.5Ca1Ge1S2Te2,stannite,-0.7589,,1.1,PBEsol
Na0.5K1Rb0.5Cd1Ge1S4,stannite,-0.6656,0.0374,1.454,PBEsol
Na0.5K1Rb0.5Cd1Ge1Se4,stannite,-0.5463,0.7947,0.842,PBEsol
Na0.5K1Rb0.5Cd1Sn0.5Ge0.5S3Te1,stannite,-0.6267,,0.001,PBEsol
Na0.5K1Rb0.5Cd1Zr1S4,stannite,-0.993,1.1131,1.708,PBEsol
Na0.5K1Rb0.5Cd1Zr1Se4,stannite,-0.8205,1.9339,1.31,PBEsol
Na0.5K1Rb0.5Mg1Ge1S4,stannite,-0.8673,0.1684,1.762,PBEsol
Na0.5K1Rb0.5Mg1Ge1Se4,stannite,-0.7389,0.5836,1.08,PBEsol
Na0.5K1Rb0.5Mg1Ge1Te4,stannite,-0.2441,,0.027,PBEsol
Na0.5K1Rb0.5Mg1Zr1S4,kesterite,-1.278,0.5779,2.758,PBEsol
Na0.5K1Rb0.5Mg1Zr1Te4,stannite,-0.5723,2.5859,1.133,PBEsol
Na0.5K1Rb0.5Sr0.5Ba0.5Sn0.5Ge0.5Te4,stannite,-0.6743,,0.144,PBEsol
Na0.5K1Rb0.5Sr0.5Cd0.5Sn0.5Ge0.5Se1Te3,stannite,-0.6161,,0.494,PBEsol
Na0.5K1Rb0.5Sr1Ge1S4,kesterite,-1.0214,0.3476,2.465,PBEsol
Na0.5K1Rb0.5Sr1Ge1Se4,kesterite,-0.8852,1.1283,1.913,PBEsol
Na0.5K1Rb0.5Sr1Zr1Se4,kesterite,-1.2161,1.8137,2.349,PBEsol
Na0.5K1Rb0.5Zn0.5Cd0.5Ge1S1Se2Te1,stannite,-0.5868,,0.005,PBEsol
Na0.5K1Rb0.5Zn1Ge1S4,stannite,-0.6952,0.1947,1.337,PBEsol
Na0.5K1Rb0.5Zn1Ge1Se4,stannite,-0.5783,0.7592,0.649,PBEsol
Na0.5K1Rb0.5Zn1Ge1Te4,stannite,-0.1282,,0.117,PBEsol
Na0.5K1Rb0.5Zn1Zr1S4,stannite,-1.0527,1.0307,1.583,PBEsol
Na0.5K1Rb0.5Zn1Zr1Se4,kesterite,-0.9569,1.0634,1.783,PBEsol
Na0.5K1Rb0.5Zn1Zr1Se4,stannite,-0.8973,1.5399,1.198,PBEsol
Na0.5K1Rb0.5Zn1Zr1Te4,stannite,-0.4042,3.0874,0.749,PBEsol
Na0.5Rb0.5Ag1Ba1Ge1S4,stannite,-0.9011,-0.4237,1.836,PBEsol
Na0.5Rb0.5Ag1Ba1Ge1Se4,stannite,-0.7865,0.3063,1.21,PBEsol
Na0.5Rb0.5Ag1Ca0.5Ba0.5Sn1S1Se2Te1,stannite,-0.7578,,0.954,PBEsol
Na0.5Rb0.5Ag1Ca0.5Sr0.5Ge1S2Se1Te1,kesterite,-0.7013,,1.126,PBEsol
Na0.5Rb0.5Ag1Ca1Ge1S4,kesterite,-0.8014,0.5778,1.484,PBEsol
Na0.5Rb0.5Ag1Ca1Ge1S4,stannite,-0.8573,0.1308,1.611,PBEsol
Na0.5Rb0.5Ag1Ca1Ge1Se4,stannite,-0.7451,0.6553,1.08,PBEsol
Na0.5Rb0.5Ag1Ca1Sn1S4,kesterite,-0.7936,0.9166,1.382,PBEsol
Na0.5Rb0.5Ag1Ca1Sn1S4,stannite,-0.8313,0.6144,1.344,PBEsol
Na0.5Rb0.5Ag1Ca1Zr1Se4,kesterite,-1.0012,1.9389,1.306,PBEsol
Na0.5Rb0.5Ag1Cd1Ge1S4,stannite,-0.5015,-0.1917,0.843,PBEsol
Na0.5Rb0.5Ag1Cd1Ge1Se4,kesterite,-0.4108,0.3606,0.656,PBEsol
Na0.5Rb0.5Ag1Cd1Ge1Te4,kesterite,-0.0957,,0.549,PBEsol
Na0.5Rb0.5Ag1Cd1Ge1Te4,stannite,-0.103,,0.157,PBEsol
Na0.5Rb0.5Ag1Cd1Sn1S4,kesterite,-0.4711,0.3282,1.052,PBEsol
Na0.5Rb0.5Ag1Cd1Sn1Se4,kesterite,-0.3911,0.8948,0.66,PBEsol
Na0.5Rb0.5Ag1Cd1Sn1Se4,stannite,-0.3981,0.8385,0.296,PBEsol
Na0.5Rb0.5Ag1Cd1Zr1S4,kesterite,-0.8254,0.9127,1.441,PBEsol
Na0.5Rb0.5Ag1Cd1Zr1S4,stannite,-0.8345,0.8397,1.24,PBEsol
Na0.5Rb0.5Ag1Cd1Zr1Se4,kesterite,-0.6775,1.5597,1.139,PBEsol
Na0.5Rb0.5Ag1Mg0.5Sr0.5Sn0.5Ge0.5S2Te2,kesterite,-0.5925,,1.292,PBEsol
Na0.5Rb0.5Ag1Mg0.5Sr0.5Sn0.5Ge0.5S2Te2,stannite,-0.6172,,0.537,PBEsol
Na0.5Rb0.5Ag1Mg1Ge1S4,stannite,-0.6915,0.0339,1.151,PBEsol
Na0.5Rb0.5Ag1Mg1Ge1Se4,kesterite,-0.5747,0.3788,0.977,PBEsol
Na0.5Rb0.5Ag1Mg1Ge1Se4,stannite,-0.5736,0.3876,0.523,PBEsol
Na0.5Rb0.5Ag1Mg1Sn1S4,kesterite,-0.6743,0.4474,1.393,PBEsol
Na0.5Rb0.5Ag1Mg1Sn1S4,stannite,-0.6798,0.4031,0.931,PBEsol
Na0.5Rb0.5Ag1Mg1Zr1S4,kesterite,-1.034,0.9891,1.783,PBEsol
Na0.5Rb0.5Ag1Mg1Zr1Se4,kesterite,-0.8725,1.3291,1.488,PBEsol
Na0.5Rb0.5Ag1Sr0.5Ba0.5Ge1S1Se2Te1,kesterite,-0.6898,,0.355,PBEsol
Na0.5Rb0.5Ag1Sr0.5Ba0.5Ge1S3Se1,kesterite,-0.8528,-0.0616,1.31,PBEsol
Na0.5Rb0.5Ag1Sr0.5Ba0.5Ge1S3Se1,stannite,-0.9055,-0.4834,1.601,PBEsol
Na0.5Rb0.5Ag1Sr1Zr1S4,kesterite,-1.1379,1.57,1.441,PBEsol
Na0.5Rb0.5Ag1Sr1Zr1Se4,kesterite,-0.9755,2.2199,1.183,PBEsol
Na0.5Rb0.5Ag1Zn1Sn1S4,stannite,-0.5184,0.3438,0.57,PBEsol
Na0.5Rb0.5Ag1Zn1Sn1Se4,kesterite,-0.4564,0.593,0.694,PBEsol
Na0.5Rb0.5Ag1Zn1Sn1Se4,stannite,-0.4441,0.6907,0.095,PBEsol
Na0.5Rb0.5Ag1Zn1Sn1Te4,kesterite,-0.1337,,0.59,PBEsol
Na0.5Rb0.5Ag1Zn1Sn1Te4,stannite,-0.1339,,0.183,PBEsol
Na0.5Rb0.5Ag1Zn1Zr1Se4,kesterite,-0.7383,1.2935,1.198,PBEsol
Na0.5Rb0.5Al0.5In0.5S1Te1,kesterite,-0.7846,-0.3238,2.054,PBEsol
Na0.5Rb0.5Al0.5In0.5S1Te1,stannite,-0.7038,-0.0003,0.077,PBEsol
Na0.5Rb0.5Al0.5In0.5S2,kesterite,-1.0245,-0.5466,2.553,PBEsol
Na0.5Rb0.5Al0.5In0.5Se1Te1,kesterite,-0.7676,-0.4046,1.725,PBEsol
Na0.5Rb0.5Al0.5In0.5Se1Te1,stannite,-0.6869,-0.0814,0.101,PBEsol
Na0.5Rb0.5Al0.5In0.5Se2,kesterite,-0.9255,-0.448,1.944,PBEsol
Na0.5Rb0.5Al0.5In0.5Se2,stannite,-0.8633,-0.1992,0.772,PBEsol
Na0.5Rb0.5Al0.5In0.5Te2,kesterite,-0.5998,-0.2499,1.65,PBEsol
Na0.5Rb0.5Al0.5In0.5Te2,stannite,-0.5404,-0.0121,0.463,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Ca1Ge1S4,stannite,-0.8448,0.9775,1.501,PBEsol
